candidate_id,inherited_human_label,inherited_symbol_type,dist_m,verifier_probability,source_tile,centroid_x,centroid_y
997,mound,bench_mark_on_mound,6.29,1.0,K-35-064-3_Dimitrovgrad_4326_x2016_y672.png,387280.59165756265,4664710.662217023
2745,mound,burial_mound,6.35,1.0,K-35-055-1_x4032_y0.png,520094.93622922647,4723350.58634013
1111,mound,burial_mound,6.55,0.15,K-35-065-2_GManastir_4326_x1680_y2688.png,447636.9559714505,4673131.345333239
845,not_mound,not_mound,6.58,0.15,K-35-063-3_Tatarevo_4326_x4032_y1680.png,354592.66979089903,4660324.498992043
3853,not_mound,not_mound,6.74,0.2,K-35-065-3_Glavan_4326_x4032_y2688.png,437290.8788394028,4653702.68094641
408,not_mound,not_mound,6.94,1.0,K-35-054-1_Straldzha_4326_x2352_y2352.png,471903.088499465,4711794.328563955
2799,mound,burial_mound,7.01,1.0,K-35-055-4_x3696_y1680.png,540003.2364342693,4695876.746743511
3772,not_mound,not_mound,7.11,0.2,K-35-062-4_Asenovgrad_4326_x1680_y3696.png,323220.5569894746,4652061.135947712
1657,not_mound,not_mound,7.68,0.2,K-35-074-1_x0_y2688.png,293400.0304992013,4638207.11836036
831,not_mound,not_mound,7.71,1.0,K-35-063-3_Tatarevo_4326_x0_y2688.png,335415.0842220165,4655237.811263326
550,mound,burial_mound,7.81,1.0,K-35-055-1_x4032_y1008.png,520082.45572764415,4718093.03119008
2159,mound,burial_mound,7.98,1.0,K-35-076-3_x1680_y336.png,383894.91562634846,4629855.676552241
3114,mound,burial_mound,7.99,0.85,K-35-065-3_Glavan_4326_x2352_y1008.png,428989.11806284136,4663288.643953594
875,not_mound,not_mound,8.54,0.15,K-35-063-4_Skobelevo_4326_x3360_y1008.png,371773.88841801416,4663615.244979234
1025,not_mound,not_mound,9.45,0.95,K-35-064-4_Galabovo_4326_x2688_y2016.png,410159.40196155105,4658296.159165569
121,not_mound,not_mound,9.46,1.0,K-35-051-4_x0_y2016.png,356778.7382095234,4696427.272064628
2946,mound,burial_mound,10.21,1.0,K-35-063-4_Skobelevo_4326_x2352_y2016.png,367492.04515132424,4658895.113988992
2199,mound,bench_mark_on_mound,10.57,1.0,K-35-076-2_x1008_y672.png,402809.80431997793,4646128.360318923
435,mound,burial_mound,10.95,0.95,K-35-054-2_Atolov_4326_x2016_y2016.png,491250.5846650958,4712390.9910636265
744,mound,burial_mound,11.07,1.0,K-35-063-1_Granit_4326_x2016_y3024.png,346202.68712066335,4672650.883942025
488,mound,burial_mound,11.35,1.0,K-35-054-2_Atolov_4326_x1680_y1344.png,488925.16728430823,4716911.212309539
3900,mound,burial_mound,11.94,1.0,K-35-066-3_x3024_y672.png,475143.8301344081,4664367.0431102365
62,not_mound,not_mound,12.06,0.2,K-35-050-4_x2352_y1344.png,327809.96692054224,4699960.879713807
56,mound,burial_mound,12.25,1.0,K-35-050-4_x1008_y672.png,321206.22244831687,4702903.035386288
2038,mound,burial_mound,12.7,0.85,K-35-076-1_x2352_y3024.png,387886.03531311103,4633834.20884823
1063,not_mound,not_mound,12.94,0.85,K-35-064-3_Dimitrovgrad_4326_x2016_y1680.png,386041.995074193,4659316.004696274
3057,not_mound,not_mound,12.98,0.2,K-35-065-4_x1680_y3360.png,447600.14569322695,4650256.07419461
175,not_mound,not_mound,13.25,1.0,K-35-051-4_x1008_y2016.png,361234.1170079666,4695182.665172764
1282,mound,burial_mound,13.62,1.0,K-35-066-2_x336_y1680.png,481223.87567099597,4677727.116107695
1249,not_mound,not_mound,15.6,0.85,K-35-066-2_x0_y1344.png,480783.32637248485,4679972.432141108
994,mound,burial_mound,16.02,1.0,K-35-063-1_Granit_4326_x1680_y1008.png,344442.16934220947,4683290.4537242185
436,mound,burial_mound,18.3,1.0,K-35-054-2_Atolov_4326_x2352_y672.png,492439.1943504016,4720276.591887515
2747,mound,burial_mound,18.5,1.0,K-35-055-1_x672_y3360.png,504655.227632594,4706981.2026377795
3886,mound,burial_mound,20.66,1.0,K-35-066-4_x1344_y1680.png,487799.117824334,4658084.987966298
1889,not_mound,not_mound,21.0,0.15,K-35-075-1_x3024_y3360.png,350011.64339619025,4633711.15236105
1615,mound,burial_mound,24.01,1.0,K-35-066-1_x3360_y0.png,476421.4895468236,4685027.196083726
3403,not_mound,not_mound,25.83,0.95,K-35-074-3_x2688_y1680.png,306506.53577734623,4624343.146806197
474,not_mound,not_mound,26.55,1.0,K-35-054-3_Yambol_x1008_y3696.png,465297.86324466136,4686841.477477502
1148,mound,trig_point_on_mound,40.3,0.95,K-35-065-3_Glavan_4326_x3360_y2352.png,434826.0744947032,4655183.000202012
703,not_mound,not_mound,44.09,0.2,K-35-062-4_Asenovgrad_4326_x3024_y2016.png,329952.70479310583,4660154.138717846
843,mound,settlement_mound,46.09,0.7,K-35-063-3_Tatarevo_4326_x3360_y1008.png,351672.38374845183,4664061.650406793
1404,mound,burial_mound,47.2,0.2,K-35-067-1_x0_y0.png,501325.3692521899,4685173.224545928
321,mound,settlement_mound,48.26,1.0,K-35-052-2_x2352_y3024.png,410741.5337575036,4708152.471004526
860,not_mound,not_mound,49.55,0.3,K-35-063-3_Tatarevo_4326_x3696_y2016.png,354330.67672206747,4659083.098455174
