candidate_id,verifier_probability,human_label,symbol_type,source_tile,map_name,x,y,timestamp
1265,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x2352_y3024.png,K-35-054-1_Straldzha_4326,470639.8553818625,4706984.790216643,2026-04-20T03:45:43.513463+00:00
1283,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x3360_y1680.png,K-35-054-1_Straldzha_4326,476548.0859911433,4715062.382667112,2026-04-20T03:45:44.861514+00:00
1296,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x3024_y3024.png,K-35-054-1_Straldzha_4326,474950.7065427907,4708800.343565166,2026-04-20T03:45:45.889723+00:00
1313,1.0,mound,bench_mark_on_mound,K-35-054-1_Straldzha_4326_x3696_y1344.png,K-35-054-1_Straldzha_4326,478434.6850009606,4715714.190897673,2026-04-20T03:45:48.702161+00:00
1315,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x3696_y2352.png,K-35-054-1_Straldzha_4326,478811.8776962587,4711067.847214669,2026-04-20T03:45:49.909201+00:00
1318,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x2352_y0.png,K-35-054-1_Straldzha_4326,471890.7234787089,4722155.3188703675,2026-04-20T03:45:54.630746+00:00
1320,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x336_y336.png,K-35-054-1_Straldzha_4326,460924.27767725073,4721749.40492071,2026-04-20T03:45:55.679181+00:00
1325,1.0,mound,bench_mark_on_mound,K-35-054-1_Straldzha_4326_x2352_y2352.png,K-35-054-1_Straldzha_4326,471684.71345182706,4711872.166204462,2026-04-20T03:45:57.565538+00:00
1327,1.0,mound,bench_mark_on_mound,K-35-054-1_Straldzha_4326_x336_y0.png,K-35-054-1_Straldzha_4326,461014.95033498586,4722071.3699558545,2026-04-20T03:45:58.550230+00:00
1330,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x0_y0.png,K-35-054-2_Atolov_4326,481145.9795898597,4722074.107242027,2026-04-20T03:45:59.516585+00:00
1334,1.0,mound,burial_mound,K-35-054-1_Straldzha_4326_x3696_y336.png,K-35-054-1_Straldzha_4326,477666.1146515155,4722115.871012534,2026-04-20T03:46:02.702806+00:00
1395,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x1680_y1008.png,K-35-054-2_Atolov_4326,488916.89528216486,4716919.3314959,2026-04-20T03:46:03.785304+00:00
1403,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x1680_y1008.png,K-35-054-2_Atolov_4326,488890.90966877894,4716930.366076423,2026-04-20T03:46:05.064787+00:00
1410,1.0,not_mound,not_mound,K-35-054-2_Atolov_4326_x1680_y3696.png,K-35-054-2_Atolov_4326,488681.1915827885,4705294.943849845,2026-04-20T03:46:08.319358+00:00
1414,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x2352_y3024.png,K-35-054-2_Atolov_4326,491790.93985238357,4707732.777222401,2026-04-20T03:46:10.123625+00:00
1427,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x2352_y0.png,K-35-054-2_Atolov_4326,492755.02385467483,4722165.625734653,2026-04-20T03:46:11.044036+00:00
1429,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x2352_y336.png,K-35-054-2_Atolov_4326,492450.8681907817,4721585.535792629,2026-04-20T03:46:11.745264+00:00
1438,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x2352_y0.png,K-35-054-2_Atolov_4326,492761.6931761668,4721958.859237932,2026-04-20T03:46:12.531850+00:00
1461,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x3696_y1008.png,K-35-054-2_Atolov_4326,497804.75551561505,4717480.026927626,2026-04-20T03:46:13.285645+00:00
1466,1.0,not_mound,not_mound,K-35-054-2_Atolov_4326_x3696_y3360.png,K-35-054-2_Atolov_4326,499367.73478926026,4706233.494815134,2026-04-20T03:46:14.636482+00:00
1475,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x336_y0.png,K-35-054-2_Atolov_4326,482849.03629878245,4723129.80537962,2026-04-20T03:46:15.591346+00:00
1481,1.0,mound,burial_mound,K-35-054-2_Atolov_4326_x4032_y1008.png,K-35-054-2_Atolov_4326,499495.51893661014,4718002.811117375,2026-04-20T03:46:16.334388+00:00
1514,1.0,mound,bench_mark_on_mound,K-35-054-3_Yambol_x1008_y1008.png,K-35-054-3_Yambol,464099.8208689623,4698940.945815604,2026-04-20T03:46:18.146130+00:00
1515,1.0,mound,burial_mound,K-35-054-3_Yambol_x1008_y1008.png,K-35-054-3_Yambol,465521.44020894833,4698879.5935485475,2026-04-20T03:46:19.020480+00:00
1526,1.0,mound,burial_mound,K-35-054-3_Yambol_x1680_y0.png,K-35-054-3_Yambol,468996.1945520747,4704780.752213545,2026-04-20T03:46:19.952409+00:00
1536,1.0,mound,trig_point_on_mound,K-35-054-3_Yambol_x1680_y2016.png,K-35-054-3_Yambol,467413.9317299644,4695184.096019623,2026-04-20T03:46:23.912987+00:00
1540,1.0,mound,trig_point_on_mound,K-35-054-3_Yambol_x1344_y1008.png,K-35-054-3_Yambol,467055.6706311474,4698765.254699413,2026-04-20T03:46:24.657986+00:00
1564,1.0,not_mound,not_mound,K-35-054-3_Yambol_x2352_y2352.png,K-35-054-3_Yambol,472141.2214866418,4693145.533166313,2026-04-20T03:46:26.082224+00:00
1565,1.0,not_mound,not_mound,K-35-054-3_Yambol_x2352_y2352.png,K-35-054-3_Yambol,472293.79475811624,4693012.79156951,2026-04-20T03:46:27.208911+00:00
1575,1.0,not_mound,not_mound,K-35-054-3_Yambol_x3024_y2016.png,K-35-054-3_Yambol,474905.76950406475,4693548.686132953,2026-04-20T03:46:29.535743+00:00
1580,1.0,mound,trig_point_on_mound,K-35-054-3_Yambol_x2352_y3360.png,K-35-054-3_Yambol,471457.95800961845,4688258.949668157,2026-04-20T03:46:33.625503+00:00
1691,1.0,mound,burial_mound,K-35-054-4_Voynika_x1008_y336.png,K-35-054-4_Voynika,485576.7694087131,4703306.641072246,2026-04-20T03:46:37.375389+00:00
1693,1.0,mound,trig_point_on_mound,K-35-054-4_Voynika_x2688_y3360.png,K-35-054-4_Voynika,494605.47091849043,4688147.813336621,2026-04-20T03:46:39.448292+00:00
1807,1.0,mound,burial_mound,K-35-055-1_x1680_y2352.png,K-35-055-1,509654.14829622576,4710307.748141242,2026-04-20T03:46:48.329717+00:00
1854,1.0,not_mound,not_mound,K-35-055-1_x2688_y672.png,K-35-055-1,515180.08345283405,4719159.456276573,2026-04-20T03:46:50.612252+00:00
1864,1.0,mound,trig_point_on_mound,K-35-055-1_x3360_y2016.png,K-35-055-1,518462.09674392187,4713667.5343406405,2026-04-20T03:46:52.790630+00:00
1867,1.0,not_mound,not_mound,K-35-055-1_x336_y336.png,K-35-055-1,503123.6275058777,4721911.145205288,2026-04-20T03:46:55.363854+00:00
1871,1.0,not_mound,not_mound,K-35-055-1_x4032_y2352.png,K-35-055-1,520279.98858633055,4711980.67068011,2026-04-20T03:46:58.600076+00:00
1881,1.0,mound,burial_mound,K-35-055-1_x3360_y3024.png,K-35-055-1,518463.94425644155,4708641.51545069,2026-04-20T03:47:02.460211+00:00
1883,1.0,mound,burial_mound,K-35-055-1_x3696_y1008.png,K-35-055-1,520071.21672142344,4718093.998054695,2026-04-20T03:47:03.199494+00:00
1913,1.0,mound,burial_mound,K-35-055-1_x4032_y0.png,K-35-055-1,520086.6465808877,4723580.976040743,2026-04-20T03:47:04.926681+00:00
1914,1.0,mound,burial_mound,K-35-055-1_x4032_y0.png,K-35-055-1,520091.7044637735,4723334.586813128,2026-04-20T03:47:05.779576+00:00
1929,1.0,mound,burial_mound,K-35-055-2_x0_y1008.png,K-35-055-2,522213.5813330992,4716960.456643864,2026-04-20T03:47:07.036930+00:00
1935,1.0,mound,burial_mound,K-35-055-1_x672_y3360.png,K-35-055-1,504395.9017460252,4706965.48868344,2026-04-20T03:47:07.992274+00:00
1936,1.0,mound,burial_mound,K-35-055-1_x672_y3360.png,K-35-055-1,504526.1787665636,4706976.676019851,2026-04-20T03:47:08.668987+00:00
2009,1.0,mound,burial_mound,K-35-055-2_x0_y1008.png,K-35-055-2,522193.15045299596,4716962.167975069,2026-04-20T03:47:11.027202+00:00
2092,1.0,not_mound,not_mound,K-35-055-3_x1344_y2016.png,K-35-055-3,506733.35999677365,4694545.65884524,2026-04-20T03:47:12.998379+00:00
2103,1.0,mound,trig_point_on_mound,K-35-055-3_x1680_y2016.png,K-35-055-3,510121.0177870415,4694895.844090011,2026-04-20T03:47:15.012660+00:00
2120,1.0,not_mound,not_mound,K-35-055-2_x1680_y672.png,K-35-055-2,530541.1729472717,4718648.30289745,2026-04-20T03:47:16.653551+00:00
2204,1.0,mound,burial_mound,K-35-055-4_x1680_y1008.png,K-35-055-4,530704.1049918976,4698506.426839148,2026-04-20T03:47:19.866401+00:00
2207,1.0,not_mound,not_mound,K-35-055-4_x1344_y3024.png,K-35-055-4,527451.7986479203,4689564.392086108,2026-04-20T03:47:21.328130+00:00
2257,1.0,mound,burial_mound,K-35-055-4_x1008_y1680.png,K-35-055-4,526636.4783380012,4695084.4988379115,2026-04-20T03:47:22.890314+00:00
2259,1.0,mound,burial_mound,K-35-055-4_x336_y2688.png,K-35-055-4,523900.4572863845,4690320.4157337835,2026-04-20T03:47:23.918698+00:00
2355,1.0,mound,burial_mound,K-35-062-4_Asenovgrad_4326_x1680_y2352.png,K-35-062-4_Asenovgrad_4326,321989.0490091129,4658697.763281358,2026-04-20T03:47:24.693399+00:00
2369,1.0,mound,burial_mound,K-35-062-4_Asenovgrad_4326_x2016_y2016.png,K-35-062-4_Asenovgrad_4326,324949.52010240057,4659252.849593261,2026-04-20T03:47:25.458519+00:00
2393,1.0,mound,burial_mound,K-35-062-4_Asenovgrad_4326_x2352_y2016.png,K-35-062-4_Asenovgrad_4326,325003.3767402655,4659435.28604688,2026-04-20T03:47:26.984519+00:00
2394,1.0,mound,burial_mound,K-35-062-4_Asenovgrad_4326_x2352_y2016.png,K-35-062-4_Asenovgrad_4326,324987.2083757988,4659270.360411408,2026-04-20T03:47:27.921619+00:00
2452,1.0,mound,bench_mark_on_mound,K-35-062-4_Asenovgrad_4326_x672_y2352.png,K-35-062-4_Asenovgrad_4326,317285.1922391396,4657435.468019049,2026-04-20T03:47:29.509280+00:00
2484,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x0_y2016.png,K-35-063-1_Granit_4326,335783.260061159,4677767.902708281,2026-04-20T03:47:30.554746+00:00
2516,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x1344_y672.png,K-35-063-1_Granit_4326,342721.3727581169,4684698.178129339,2026-04-20T03:47:31.381608+00:00
2535,1.0,not_mound,not_mound,K-35-063-1_Granit_4326_x1680_y672.png,K-35-063-1_Granit_4326,342745.0471347719,4684908.063929802,2026-04-20T03:47:33.912137+00:00
2545,1.0,not_mound,not_mound,K-35-063-1_Granit_4326_x2352_y2016.png,K-35-063-1_Granit_4326,347111.8973845965,4678505.256726076,2026-04-20T03:47:35.151541+00:00
2548,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2352_y672.png,K-35-063-1_Granit_4326,347225.91418528557,4684884.698749485,2026-04-20T03:47:36.251657+00:00
2589,1.0,mound,bench_mark_on_mound,K-35-063-1_Granit_4326_x2688_y672.png,K-35-063-1_Granit_4326,349167.2416520786,4684617.282453369,2026-04-20T03:47:37.986061+00:00
2590,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2688_y672.png,K-35-063-1_Granit_4326,349366.27868477325,4684496.026731704,2026-04-20T03:47:39.094182+00:00
2591,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2688_y672.png,K-35-063-1_Granit_4326,349450.92262049404,4684497.320359194,2026-04-20T03:47:39.879512+00:00
2592,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2688_y1008.png,K-35-063-1_Granit_4326,348986.51594320184,4683903.0750915175,2026-04-20T03:47:40.604573+00:00
2604,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x3024_y1344.png,K-35-063-1_Granit_4326,350482.7458838409,4682307.106182336,2026-04-20T03:47:41.476417+00:00
2613,1.0,not_mound,not_mound,K-35-063-1_Granit_4326_x336_y2688.png,K-35-063-1_Granit_4326,336687.19070323696,4674725.16232578,2026-04-20T03:47:43.847620+00:00
2616,1.0,not_mound,not_mound,K-35-063-1_Granit_4326_x3360_y3024.png,K-35-063-1_Granit_4326,353042.9416863716,4673324.408020286,2026-04-20T03:47:45.394278+00:00
2631,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x1680_y1008.png,K-35-063-1_Granit_4326,344434.3624262939,4683235.968141192,2026-04-20T03:47:46.497304+00:00
2646,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x336_y336.png,K-35-063-1_Granit_4326,337400.63632185844,4686652.761454565,2026-04-20T03:47:47.722651+00:00
2647,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x336_y336.png,K-35-063-1_Granit_4326,337355.1185514291,4686581.6016053185,2026-04-20T03:47:48.377807+00:00
2648,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x336_y336.png,K-35-063-1_Granit_4326,337272.24054267246,4686510.198014395,2026-04-20T03:47:49.026385+00:00
2676,1.0,not_mound,not_mound,K-35-063-1_Granit_4326_x2352_y2688.png,K-35-063-1_Granit_4326,347729.9320792755,4675189.215669441,2026-04-20T03:47:50.692221+00:00
2689,1.0,not_mound,not_mound,K-35-063-1_Granit_4326_x3360_y2352.png,K-35-063-1_Granit_4326,351892.48800596595,4676306.666785747,2026-04-20T03:47:52.366257+00:00
2709,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x0_y1680.png,K-35-063-2_Chirpan_4326,356812.8436649563,4679501.881153216,2026-04-20T03:47:54.020513+00:00
2734,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x0_y672.png,K-35-063-2_Chirpan_4326,356690.4791530438,4685188.398891853,2026-04-20T03:47:56.444369+00:00
2737,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x0_y672.png,K-35-063-2_Chirpan_4326,355903.0106861207,4683610.88666117,2026-04-20T03:47:57.315502+00:00
2749,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x3696_y3024.png,K-35-063-1_Granit_4326,352931.527520398,4672458.927498457,2026-04-20T03:47:58.163198+00:00
2757,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x2016_y1344.png,K-35-063-2_Chirpan_4326,365296.9471450403,4681467.612178802,2026-04-20T03:48:00.495440+00:00
2827,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2016_y3024.png,K-35-063-1_Granit_4326,346043.9143391416,4672655.13106711,2026-04-20T03:48:01.389897+00:00
2828,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2016_y3024.png,K-35-063-1_Granit_4326,346092.8103911652,4672367.335225709,2026-04-20T03:48:02.197985+00:00
2829,1.0,mound,burial_mound,K-35-063-1_Granit_4326_x2016_y3024.png,K-35-063-1_Granit_4326,345523.35717841476,4672225.385595441,2026-04-20T03:48:02.870435+00:00
2855,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x3360_y672.png,K-35-063-2_Chirpan_4326,372248.5232280026,4685118.590589646,2026-04-20T03:48:04.069429+00:00
2863,1.0,not_mound,not_mound,K-35-063-2_Chirpan_4326_x3024_y672.png,K-35-063-2_Chirpan_4326,371341.10240139475,4684624.116345534,2026-04-20T03:48:05.171598+00:00
2870,1.0,not_mound,not_mound,K-35-063-2_Chirpan_4326_x3696_y2016.png,K-35-063-2_Chirpan_4326,373643.28084993607,4676654.263822014,2026-04-20T03:48:05.995000+00:00
2877,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x336_y1008.png,K-35-063-2_Chirpan_4326,356795.9458635901,4683144.043881074,2026-04-20T03:48:07.161750+00:00
2880,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x336_y1008.png,K-35-063-2_Chirpan_4326,357239.0491255885,4681639.699879655,2026-04-20T03:48:08.193088+00:00
2913,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x3696_y672.png,K-35-063-2_Chirpan_4326,375230.6149561574,4685026.032027596,2026-04-20T03:48:09.054401+00:00
2914,1.0,mound,burial_mound,K-35-063-2_Chirpan_4326_x3696_y672.png,K-35-063-2_Chirpan_4326,375317.8355163294,4685044.141050306,2026-04-20T03:48:09.961300+00:00
2932,1.0,mound,trig_point_on_mound,K-35-063-2_Chirpan_4326_x672_y1344.png,K-35-063-2_Chirpan_4326,358904.58281499246,4680048.753093392,2026-04-20T03:48:13.115227+00:00
2940,1.0,not_mound,not_mound,K-35-063-1_Granit_4326_x672_y0.png,K-35-063-1_Granit_4326,338378.942880876,4688528.179373617,2026-04-20T03:48:16.450329+00:00
2987,1.0,mound,burial_mound,K-35-063-3_Tatarevo_4326_x2352_y0.png,K-35-063-3_Tatarevo_4326,347507.6798770946,4669797.37048297,2026-04-20T03:48:17.620814+00:00
2997,1.0,mound,bench_mark_on_mound,K-35-063-3_Tatarevo_4326_x2688_y0.png,K-35-063-3_Tatarevo_4326,349042.25149219175,4669620.698201965,2026-04-20T03:48:18.813016+00:00
3011,1.0,not_mound,not_mound,K-35-063-3_Tatarevo_4326_x2688_y2016.png,K-35-063-3_Tatarevo_4326,349122.1525022093,4660147.761801828,2026-04-20T03:48:20.516444+00:00
3029,1.0,not_mound,not_mound,K-35-063-3_Tatarevo_4326_x3360_y2352.png,K-35-063-3_Tatarevo_4326,352108.056943477,4657689.022980649,2026-04-20T03:48:22.565908+00:00
3030,1.0,mound,burial_mound,K-35-063-3_Tatarevo_4326_x3360_y0.png,K-35-063-3_Tatarevo_4326,351899.0244694329,4669737.276941108,2026-04-20T03:48:23.821479+00:00
3031,1.0,mound,burial_mound,K-35-063-3_Tatarevo_4326_x0_y1344.png,K-35-063-3_Tatarevo_4326,335572.26838057325,4663275.926530986,2026-04-20T03:48:24.494758+00:00
3038,1.0,mound,burial_mound,K-35-063-3_Tatarevo_4326_x336_y2352.png,K-35-063-3_Tatarevo_4326,336224.9958177861,4657945.108323221,2026-04-20T03:48:25.465468+00:00
3065,1.0,mound,burial_mound,K-35-063-3_Tatarevo_4326_x672_y1344.png,K-35-063-3_Tatarevo_4326,338158.78239580605,4662052.234934786,2026-04-20T03:48:26.347244+00:00
3067,1.0,mound,burial_mound,K-35-063-3_Tatarevo_4326_x3360_y2016.png,K-35-063-3_Tatarevo_4326,351599.1586028792,4658536.145858078,2026-04-20T03:48:29.453398+00:00
3093,1.0,mound,burial_mound,K-35-063-3_Tatarevo_4326_x672_y2352.png,K-35-063-3_Tatarevo_4326,338422.366638119,4658585.146662527,2026-04-20T03:48:30.354415+00:00
