condition_id,run_id,label,stratum_id,corpus,reference,buffer_m,frame_id,n_tiles,n_refs,is_primary_buffer,geometry,tile_px,overlap_px,stride_px,geometry_basis,modality,thinking,temperature,model_used,architecture,aggregation,proposer_pool,K,N,prob_t,min_votes,verified,verifier_variant,basis,F1,F1_CI_lo,F1_CI_hi,ci_method,ci_unreliable,precision,recall,MCC,sensitivity,specificity,tile_TP,tile_TN,tile_FP,tile_FN,n_detections,cost_usd,cost_basis,metrics_source,eval_path,detections_path,reference_path,reference_basis,reference_consumed_path,notes
55maps-generalisation::verified-paired,55maps-generalisation,verified-paired,55-map|student|75m|55maps-8541,55-map,student,75,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,text,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,detect_brief-text,5,5,,4,true,v1,,0.7949,0.7836,0.8054,BCa,false,0.8611,0.7381,0.6509,0.6374,0.9585,2155,4946,214,1226,4068,0.033927,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-generalisation/verified-paired/evaluation.json,outputs/55maps-generalisation/verified/verified_detections_paired.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-generalisation::verified-paired,55maps-generalisation,verified-paired,55-map|student|100m|55maps-8541,55-map,student,100,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,text,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,detect_brief-text,5,5,,4,true,v1,,0.7965,0.7852,0.8069,BCa,false,0.8628,0.7396,0.6509,0.6374,0.9585,2155,4946,214,1226,4068,0.033927,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-generalisation/verified-paired/evaluation.json,outputs/55maps-generalisation/verified/verified_detections_paired.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-generalisation::verified-paired,55maps-generalisation,verified-paired,55-map|student|125m|55maps-8541,55-map,student,125,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,text,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,detect_brief-text,5,5,,4,true,v1,,0.7974,0.7863,0.8077,BCa,false,0.8638,0.7404,0.6509,0.6374,0.9585,2155,4946,214,1226,4068,0.033927,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-generalisation/verified-paired/evaluation.json,outputs/55maps-generalisation/verified/verified_detections_paired.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-generalisation::verified-paired,55maps-generalisation,verified-paired,55-map|student|150m|55maps-8541,55-map,student,150,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,text,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,detect_brief-text,5,5,,4,true,v1,,0.7976,0.7865,0.8079,BCa,false,0.8641,0.7406,0.6509,0.6374,0.9585,2155,4946,214,1226,4068,0.033927,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-generalisation/verified-paired/evaluation.json,outputs/55maps-generalisation/verified/verified_detections_paired.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|5m|55maps-8541,55-map,student,5,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.0558,0.0495,0.0631,BCa,false,0.0562,0.0554,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|10m|55maps-8541,55-map,student,10,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.1961,0.1845,0.2082,BCa,false,0.1974,0.1947,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|15m|55maps-8541,55-map,student,15,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.359,0.3451,0.3733,BCa,false,0.3615,0.3565,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|20m|55maps-8541,55-map,student,20,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.5082,0.4936,0.5222,BCa,false,0.5118,0.5046,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|25m|55maps-8541,55-map,student,25,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.621,0.6072,0.6344,BCa,false,0.6254,0.6167,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|30m|55maps-8541,55-map,student,30,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.6887,0.6756,0.7008,BCa,false,0.6936,0.6839,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|35m|55maps-8541,55-map,student,35,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.7278,0.7155,0.7392,BCa,false,0.7329,0.7227,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|40m|55maps-8541,55-map,student,40,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.752,0.7399,0.7628,BCa,false,0.7573,0.7467,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|45m|55maps-8541,55-map,student,45,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.7662,0.7549,0.7766,BCa,false,0.7716,0.7609,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|50m|55maps-8541,55-map,student,50,55maps-8541,8541,4746,true,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.7747,0.7636,0.785,BCa,false,0.7801,0.7693,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|75m|55maps-8541,55-map,student,75,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.7914,0.7809,0.8013,BCa,false,0.797,0.7859,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|100m|55maps-8541,55-map,student,100,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.7961,0.7857,0.8058,BCa,false,0.8017,0.7906,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|125m|55maps-8541,55-map,student,125,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.7986,0.7882,0.8083,BCa,false,0.8043,0.7931,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified,55maps-image-generalisation,verified,55-map|student|150m|55maps-8541,55-map,student,150,55maps-8541,8541,4746,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.7999,0.7895,0.8094,BCa,false,0.8056,0.7944,0.6927,0.7084,0.9479,2395,4891,269,986,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/rescore-2026-05-31/55maps-image-generalisation/verified/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/student-mounds-55maps-reviewed.geojson,eval-ground-truth,,
55maps-image-generalisation::verified-k3-canonical-gt,55maps-image-generalisation,verified-k3-canonical-gt,55-map|canonical|5m|55maps-8541,55-map,canonical,5,55maps-8541,8541,5161,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.05580309781455548,0.04915013651229654,0.0627000876777507,percentile,false,0.0561965811965812,0.05541508638853772,0.7104103204864493,0.7045970488081725,0.9639226629459836,2483,4836,181,1041,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/55maps-extended-gt-2026-06-07/IM-k3/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/canonical-gt-55maps-r50.geojson,eval-ground-truth,,
55maps-image-generalisation::verified-k3-canonical-gt,55maps-image-generalisation,verified-k3-canonical-gt,55-map|canonical|10m|55maps-8541,55-map,canonical,10,55maps-8541,8541,5161,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.19605346912794397,0.18426558794181647,0.20783374984657338,percentile,false,0.19743589743589743,0.19469026548672566,0.7104103204864493,0.7045970488081725,0.9639226629459836,2483,4836,181,1041,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/55maps-extended-gt-2026-06-07/IM-k3/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/canonical-gt-55maps-r50.geojson,eval-ground-truth,,
55maps-image-generalisation::verified-k3-canonical-gt,55maps-image-generalisation,verified-k3-canonical-gt,55-map|canonical|15m|55maps-8541,55-map,canonical,15,55maps-8541,8541,5161,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.35900700190961166,0.3446559560094402,0.3729347056000146,percentile,false,0.36153846153846153,0.35651074589127685,0.7104103204864493,0.7045970488081725,0.9639226629459836,2483,4836,181,1041,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/55maps-extended-gt-2026-06-07/IM-k3/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/canonical-gt-55maps-r50.geojson,eval-ground-truth,,
55maps-image-generalisation::verified-k3-canonical-gt,55maps-image-generalisation,verified-k3-canonical-gt,55-map|canonical|20m|55maps-8541,55-map,canonical,20,55maps-8541,8541,5161,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.5081688945469975,0.49377928729570864,0.522333469781244,percentile,false,0.5117521367521367,0.5046354825115887,0.7104103204864493,0.7045970488081725,0.9639226629459836,2483,4836,181,1041,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/55maps-extended-gt-2026-06-07/IM-k3/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/canonical-gt-55maps-r50.geojson,eval-ground-truth,,
55maps-image-generalisation::verified-k3-canonical-gt,55maps-image-generalisation,verified-k3-canonical-gt,55-map|canonical|25m|55maps-8541,55-map,canonical,25,55maps-8541,8541,5161,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.6210481646509654,0.6072200374422894,0.6344615484149234,percentile,false,0.6254273504273504,0.6167298777918246,0.7104103204864493,0.7045970488081725,0.9639226629459836,2483,4836,181,1041,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/55maps-extended-gt-2026-06-07/IM-k3/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/canonical-gt-55maps-r50.geojson,eval-ground-truth,,
55maps-image-generalisation::verified-k3-canonical-gt,55maps-image-generalisation,verified-k3-canonical-gt,55-map|canonical|30m|55maps-8541,55-map,canonical,30,55maps-8541,8541,5161,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.6887332908975176,0.6757328457301501,0.7009499132590944,percentile,false,0.6935897435897436,0.683944374209861,0.7104103204864493,0.7045970488081725,0.9639226629459836,2483,4836,181,1041,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/55maps-extended-gt-2026-06-07/IM-k3/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/canonical-gt-55maps-r50.geojson,eval-ground-truth,,
55maps-image-generalisation::verified-k3-canonical-gt,55maps-image-generalisation,verified-k3-canonical-gt,55-map|canonical|35m|55maps-8541,55-map,canonical,35,55maps-8541,8541,5161,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.727774241459792,0.7156650137851905,0.7393078278339179,percentile,false,0.7329059829059829,0.7227138643067846,0.7104103204864493,0.7045970488081725,0.9639226629459836,2483,4836,181,1041,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/55maps-extended-gt-2026-06-07/IM-k3/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/canonical-gt-55maps-r50.geojson,eval-ground-truth,,
55maps-image-generalisation::verified-k3-canonical-gt,55maps-image-generalisation,verified-k3-canonical-gt,55-map|canonical|40m|55maps-8541,55-map,canonical,40,55maps-8541,8541,5161,false,,384,,,run-facts-tile-size,image,high,0.7,gemini-3-flash-preview,proposer-verifier,verified,library_plus-hp,5,5,,3,true,v1,,0.751962656482071,0.7403157192721506,0.763028895950057,percentile,false,0.7572649572649572,0.7467340918668353,0.7104103204864493,0.7045970488081725,0.9639226629459836,2483,4836,181,1041,4680,707.45658,runner-estimator (passes-manifest cost_usd; sum over N=5 proposer passes; NOT the § 8 audited basis),conditions-manifest,results/55maps-extended-gt-2026-06-07/IM-k3/evaluation.json,outputs/55maps-image-generalisation/verified/verified_detections.geojson,inputs/vectors/references/canonical-gt-55maps-r50.geojson,eval-ground-truth,,
