candidate_id,inherited_human_label,inherited_symbol_type,dist_m,verifier_probability,source_tile,centroid_x,centroid_y
4323,not_mound,not_mound,16.79,0.2,K-35-077-1_x2688_y1008.png,431290.94823223614,4643887.528062648
1622,not_mound,not_mound,17.56,0.2,K-35-067-1_x3696_y2016.png,519673.46965934144,4675130.475352099
22,not_mound,not_mound,18.36,0.2,K-35-042-3_x1008_y1344.png,465819.11657539743,4734497.662023252
563,not_mound,not_mound,19.81,0.95,K-35-054-3_Yambol_x1008_y3696.png,465304.92468428693,4686836.667871631
2519,mound,burial_mound,20.41,0.85,K-35-077-2_x0_y1344.png,437907.42426646326,4643194.044593299
3722,not_mound,not_mound,21.3,0.2,K-35-075-3_x3360_y3360.png,350794.54106177704,4616119.93858123
3258,not_mound,not_mound,23.0,0.2,K-35-064-3_Dimitrovgrad_4326_x3696_y672.png,395386.76905547833,4665682.133313341
4124,not_mound,not_mound,23.69,0.2,K-35-065-1_Radetski_4326_x0_y672.png,418354.38046155404,4683647.476525149
12,not_mound,not_mound,25.21,0.2,K-35-042-3_x2016_y1344.png,470512.1123226446,4735167.840856787
3911,mound,trig_point_on_mound,25.27,0.85,K-35-077-3_x1680_y1008.png,425754.44422395725,4624729.703689356
4000,not_mound,not_mound,33.72,0.95,K-35-052-2_x2352_y3360.png,410411.7069861367,4707375.073457771
4188,mound,burial_mound,40.35,0.85,K-35-067-1_x0_y0.png,501332.0470557999,4685156.570553828
1420,not_mound,not_mound,43.35,0.85,K-35-066-1_x1680_y0.png,468816.22341961646,4686649.945623432
4028,not_mound,not_mound,48.98,0.4,K-35-053-1_x2688_y2016.png,431585.64310633333,4713157.632959946
