item_id,student_label,vlm_label,vlm_probability,map_name,category,x,y,posterior_p_true,latent_truth
24,0,1,0.15,K-35-042-3,vlm_only,477819.62986817915,4729655.669919029,0.9999996377549936,1
25,0,1,0.2,K-35-042-3,vlm_only,463205.58234907914,4734178.3977256855,0.9999996377549936,1
26,0,1,0.15,K-35-042-3,vlm_only,464094.62254302186,4732536.444813102,0.9999996377549936,1
27,1,1,1.0,K-35-050-4,matched,315764.58364193817,4700250.183641269,1.0,1
28,1,1,1.0,K-35-050-4,matched,315173.2443728897,4696856.038970566,1.0,1
29,1,1,0.75,K-35-050-4,matched,315965.56510468805,4696351.497731684,1.0,1
30,1,1,1.0,K-35-050-4,matched,319931.2484700064,4693217.866643624,1.0,1
31,1,1,0.2,K-35-050-4,matched,320143.61154094164,4691650.613448794,1.0,1
32,1,1,0.85,K-35-050-4,matched,320682.1220865281,4700190.116672217,1.0,1
33,1,1,1.0,K-35-050-4,matched,321293.0079194097,4699526.331505898,1.0,1
34,1,1,0.85,K-35-050-4,matched,321108.7638019527,4699459.992945499,1.0,1
35,1,1,1.0,K-35-050-4,matched,321365.7834421408,4702408.023669837,1.0,1
36,1,1,1.0,K-35-050-4,matched,322717.25065011607,4690376.28005976,1.0,1
37,1,1,1.0,K-35-050-4,matched,322406.83431021485,4689617.348704727,1.0,1
38,1,1,0.2,K-35-050-4,matched,322382.90385614685,4689161.4027419025,1.0,1
39,1,1,0.95,K-35-050-4,matched,320069.1604361461,4701988.290722269,1.0,1
40,1,1,0.85,K-35-050-4,matched,324539.4575854655,4695669.424223484,1.0,1
41,1,1,0.2,K-35-050-4,matched,324026.2050487352,4695240.1395003535,1.0,1
42,1,1,0.95,K-35-050-4,matched,323290.672966838,4689663.66425874,1.0,1
43,1,1,1.0,K-35-050-4,matched,323787.9118476021,4690708.556912609,1.0,1
44,1,1,0.3,K-35-050-4,matched,324319.568904583,4690845.193520415,1.0,1
45,1,1,0.85,K-35-050-4,matched,323160.5301721671,4700689.388973522,1.0,1
46,1,1,1.0,K-35-050-4,matched,326353.9407484954,4699138.069783447,1.0,1
47,1,1,0.95,K-35-050-4,matched,324886.16267720534,4698804.159663133,1.0,1
48,1,1,0.95,K-35-050-4,matched,326017.54436532344,4702125.262780455,1.0,1
49,1,1,1.0,K-35-050-4,matched,324786.7119730965,4692076.152873416,1.0,1
50,1,1,0.95,K-35-050-4,matched,319775.57105540653,4705040.73072581,1.0,1
51,1,1,0.95,K-35-050-4,matched,325555.89593263087,4696261.018695312,1.0,1
52,1,1,0.85,K-35-050-4,matched,326343.16316834337,4704199.816826731,1.0,1
53,1,1,1.0,K-35-050-4,matched,325231.40058321215,4695690.442335113,1.0,1
54,1,1,0.95,K-35-050-4,matched,324877.985206321,4694983.72041179,1.0,1
55,1,1,1.0,K-35-050-4,matched,324873.7458319899,4694710.589471758,1.0,1
56,1,1,1.0,K-35-050-4,matched,325684.42879970936,4694432.207277655,1.0,1
57,1,1,0.85,K-35-050-4,matched,325563.76022204186,4700428.01247256,1.0,1
58,1,1,0.95,K-35-050-4,matched,325139.4465646979,4700171.835772506,1.0,1
59,1,1,1.0,K-35-050-4,matched,327891.0703068316,4702115.052579428,1.0,1
60,1,1,1.0,K-35-050-4,matched,326316.7623371867,4700848.930071542,1.0,1
61,1,1,1.0,K-35-050-4,matched,327462.0836692294,4695066.733956202,1.0,1
62,1,1,1.0,K-35-050-4,matched,326963.04193542636,4694242.332093916,1.0,1
63,1,1,1.0,K-35-050-4,matched,328150.4041880362,4694887.107344162,1.0,1
64,1,1,1.0,K-35-050-4,matched,327220.79690122034,4704163.658000436,1.0,1
65,1,1,0.85,K-35-050-4,matched,323821.754644729,4691145.141518439,1.0,1
66,1,1,0.85,K-35-050-4,matched,324403.24144647503,4690829.565571495,1.0,1
67,1,1,1.0,K-35-050-4,matched,326934.79700954293,4693041.027970558,1.0,1
68,1,1,0.95,K-35-050-4,matched,327884.901447855,4692840.728633823,1.0,1
69,1,1,1.0,K-35-050-4,matched,327818.16121514176,4692655.832175334,1.0,1
70,1,1,1.0,K-35-050-4,matched,326338.8695845064,4689714.833133687,1.0,1
71,1,1,1.0,K-35-050-4,matched,328000.44761701574,4697548.520094759,1.0,1
72,1,1,1.0,K-35-050-4,matched,322891.25058980077,4700252.595723517,1.0,1
73,1,1,0.85,K-35-050-4,matched,322381.1026724585,4699753.770283799,1.0,1
74,1,1,1.0,K-35-050-4,matched,321945.95928053185,4699384.177653517,1.0,1
75,1,1,1.0,K-35-050-4,matched,329230.2287002837,4689086.836472506,1.0,1
76,1,1,1.0,K-35-050-4,matched,328716.38337474316,4693688.479059681,1.0,1
77,1,1,0.95,K-35-050-4,matched,328562.7217837112,4693447.224048427,1.0,1
78,1,1,0.95,K-35-050-4,matched,329424.71145085,4693456.717184819,1.0,1
79,1,1,1.0,K-35-050-4,matched,329605.7082214328,4693746.993706316,1.0,1
80,1,1,1.0,K-35-050-4,matched,329667.0685430457,4693703.184707136,1.0,1
81,1,1,0.4,K-35-050-4,matched,326936.15032704466,4705044.632865343,1.0,1
82,1,1,0.95,K-35-050-4,matched,333092.2006080975,4693330.726417809,1.0,1
83,1,1,1.0,K-35-050-4,matched,330195.95538672176,4693307.7278615935,1.0,1
84,1,1,1.0,K-35-050-4,matched,330815.1646451917,4701916.348840114,1.0,1
85,1,1,0.85,K-35-050-4,matched,331252.5018795128,4701297.610033629,1.0,1
86,1,1,1.0,K-35-050-4,matched,330734.55487058405,4701252.284198953,1.0,1
87,1,1,1.0,K-35-050-4,matched,330314.5222343308,4701383.243859315,1.0,1
88,1,1,0.85,K-35-050-4,matched,330396.16078440053,4701364.906173074,1.0,1
89,1,1,1.0,K-35-050-4,matched,330477.738286649,4701330.49005995,1.0,1
90,1,1,0.2,K-35-050-4,matched,329928.2487408565,4701465.016134257,1.0,1
91,1,1,0.4,K-35-050-4,matched,330395.4415525755,4704874.472300573,1.0,1
92,1,1,0.95,K-35-050-4,matched,330095.2710141275,4688931.628272515,1.0,1
93,1,1,1.0,K-35-050-4,matched,329678.88082593016,4688844.173721447,1.0,1
94,1,1,1.0,K-35-050-4,matched,329212.15373332927,4698191.917729113,1.0,1
95,1,1,1.0,K-35-050-4,matched,328654.6382614152,4697897.003247352,1.0,1
96,1,1,0.85,K-35-050-4,matched,328737.0417279881,4697843.105290785,1.0,1
97,1,1,1.0,K-35-050-4,matched,328249.4754705743,4697763.9279697,1.0,1
98,1,1,0.4,K-35-050-4,matched,329422.42553972936,4697564.412012784,1.0,1
99,1,1,0.85,K-35-050-4,matched,331371.3514672046,4690642.491067081,1.0,1
100,1,1,0.15,K-35-050-4,matched,331858.5483245125,4690480.709610567,1.0,1
101,1,1,0.2,K-35-050-4,matched,330520.4606237896,4690311.741301342,1.0,1
102,1,1,1.0,K-35-050-4,matched,330451.54171343707,4689887.079404486,1.0,1
103,1,1,0.95,K-35-050-4,matched,330211.5322902935,4689541.87272173,1.0,1
104,1,1,0.3,K-35-050-4,matched,330014.4949722525,4689360.8573518535,1.0,1
105,1,1,0.15,K-35-050-4,matched,332951.11619117344,4691719.391332954,1.0,1
106,1,1,0.95,K-35-050-4,matched,332599.6067675496,4691374.623263994,1.0,1
107,1,1,1.0,K-35-050-4,matched,332589.3860023772,4691141.9743219735,1.0,1
108,1,1,0.95,K-35-050-4,matched,332611.58885739726,4690983.5377122,1.0,1
109,1,1,1.0,K-35-050-4,matched,330824.64053600957,4700670.488747244,1.0,1
110,1,1,1.0,K-35-050-4,matched,317163.49290461396,4702755.515845864,1.0,1
111,1,1,0.85,K-35-050-4,matched,329323.2868307497,4697263.637804697,1.0,1
112,1,1,1.0,K-35-050-4,matched,328418.31823452504,4697284.78172566,1.0,1
113,1,1,0.95,K-35-050-4,matched,316341.66647650686,4696686.685487933,1.0,1
114,1,1,0.85,K-35-050-4,matched,331917.46198057657,4701438.879040958,1.0,1
115,1,1,1.0,K-35-050-4,matched,331815.77002275945,4701337.002743387,1.0,1
116,1,1,0.85,K-35-050-4,matched,334429.0441487649,4706466.405058687,1.0,1
117,1,1,0.2,K-35-050-4,matched,333354.63636832277,4705020.608819341,1.0,1
118,1,1,0.75,K-35-050-4,matched,329121.6380890134,4702142.311131152,1.0,1
119,1,1,1.0,K-35-050-4,matched,329490.6259199404,4701864.229584396,1.0,1
120,1,1,1.0,K-35-050-4,matched,329514.8466352036,4701440.766979731,1.0,1
121,1,1,0.75,K-35-050-4,matched,329394.11139030615,4701123.360559244,1.0,1
122,1,1,1.0,K-35-050-4,matched,335166.8881720987,4696749.160382299,1.0,1
123,1,1,1.0,K-35-050-4,matched,333647.9721373122,4692943.0381356925,1.0,1
124,1,1,0.2,K-35-050-4,matched,334868.6769228566,4699864.05895328,1.0,1
125,1,1,0.75,K-35-050-4,matched,334946.6956104931,4688965.116411405,1.0,1
126,1,1,0.95,K-35-050-4,matched,334909.6174255044,4690435.394002196,1.0,1
127,1,1,0.95,K-35-050-4,matched,335012.8367949176,4699051.316827197,1.0,1
128,1,1,1.0,K-35-050-4,matched,334459.9959992933,4689463.764532119,1.0,1
129,1,1,1.0,K-35-050-4,matched,326055.6717417816,4689871.506856194,1.0,1
130,1,1,1.0,K-35-050-4,matched,318882.9570495422,4697127.266919623,1.0,1
131,1,1,0.85,K-35-050-4,matched,318998.1430460604,4696992.021222071,1.0,1
132,1,1,0.75,K-35-050-4,matched,318854.0554948226,4696252.722112443,1.0,1
133,1,1,1.0,K-35-050-4,matched,317464.97804873326,4695871.273263878,1.0,1
134,1,1,0.85,K-35-050-4,matched,333510.00907075056,4700747.325096673,1.0,1
135,1,1,1.0,K-35-050-4,matched,318847.7774342038,4699140.711163521,1.0,1
136,1,1,1.0,K-35-050-4,matched,319372.26544570783,4704130.932310626,1.0,1
137,1,1,0.2,K-35-050-4,matched,318771.5131135931,4693924.424315874,1.0,1
138,1,1,1.0,K-35-050-4,matched,318502.0982000908,4693892.2055842355,1.0,1
139,1,1,1.0,K-35-050-4,matched,319492.72764261614,4693122.03326417,1.0,1
140,1,1,0.85,K-35-050-4,matched,319500.3786892197,4692912.156068911,1.0,1
141,1,1,0.95,K-35-050-4,matched,319398.3188439101,4692828.274424878,1.0,1
142,1,1,1.0,K-35-050-4,matched,318482.48264167306,4695615.700840548,1.0,1
143,1,1,0.85,K-35-050-4,matched,318607.9309615923,4695500.563946372,1.0,1
144,1,1,1.0,K-35-050-4,matched,318539.48020995373,4695408.989199586,1.0,1
145,1,1,1.0,K-35-050-4,matched,318696.7831091697,4695202.531450225,1.0,1
146,1,1,1.0,K-35-050-4,matched,318761.3986307189,4695099.46399795,1.0,1
147,1,1,1.0,K-35-050-4,matched,319154.8898836896,4695055.609836605,1.0,1
148,1,1,1.0,K-35-050-4,matched,318987.666235809,4694887.741997052,1.0,1
149,1,1,0.95,K-35-050-4,matched,319659.31820288615,4694610.994796123,1.0,1
150,1,1,0.95,K-35-050-4,matched,328962.0499540705,4703417.620662819,1.0,1
151,1,1,1.0,K-35-050-4,matched,329169.8388404581,4703061.519170398,1.0,1
152,1,1,0.95,K-35-050-4,matched,328992.7253670909,4702838.605893618,1.0,1
153,1,1,0.4,K-35-050-4,matched,329625.89459770406,4703102.71193206,1.0,1
154,1,1,0.85,K-35-050-4,matched,329340.4343619709,4702507.971203963,1.0,1
155,1,1,1.0,K-35-050-4,matched,318807.30689945456,4698236.071441445,1.0,1
156,1,1,1.0,K-35-050-4,matched,321191.73226297327,4694257.0522538405,1.0,1
157,1,1,1.0,K-35-050-4,matched,327201.98191652854,4692181.140339283,1.0,1
158,1,1,0.85,K-35-050-4,matched,332758.5541872072,4693795.973548756,1.0,1
159,1,1,1.0,K-35-050-4,matched,332580.2678097262,4699161.494621648,1.0,1
160,1,1,0.95,K-35-050-4,matched,329489.47938252497,4693493.432010009,1.0,1
161,1,1,0.95,K-35-050-4,matched,328800.00514983694,4703035.55687608,1.0,1
162,1,1,0.95,K-35-050-4,matched,316440.47294701904,4696581.292903735,1.0,1
163,1,1,1.0,K-35-050-4,matched,329188.3917163364,4698105.639558065,1.0,1
164,1,1,0.75,K-35-050-4,matched,332577.42140888533,4698145.267985623,1.0,1
165,1,0,0.0,K-35-050-4,student_only,319332.73085804674,4705036.5439664135,1.0,1
166,1,0,0.0,K-35-050-4,student_only,331063.46391991904,4702222.563955236,1.0,1
167,1,0,0.0,K-35-050-4,student_only,328853.4836928146,4703060.47561217,1.0,1
168,1,0,0.0,K-35-050-4,student_only,321168.4023578413,4702976.378241395,1.0,1
169,1,0,0.0,K-35-050-4,student_only,321137.7175604313,4702885.112636072,1.0,1
170,1,0,0.0,K-35-050-4,student_only,327826.6070118302,4701590.893665802,1.0,1
171,1,0,0.0,K-35-050-4,student_only,329366.71032528847,4702448.589772598,1.0,1
172,1,0,0.0,K-35-050-4,student_only,329491.48505527014,4702653.717012629,1.0,1
173,1,0,0.0,K-35-050-4,student_only,329986.2808367652,4702260.752441838,1.0,1
174,1,0,0.0,K-35-050-4,student_only,329994.8344447542,4702681.293852,1.0,1
175,1,0,0.0,K-35-050-4,student_only,331058.2680421329,4702221.6153449,1.0,1
176,1,0,0.0,K-35-050-4,student_only,335171.3191251686,4700023.110114702,1.0,1
177,1,0,0.0,K-35-050-4,student_only,332968.31557528983,4700286.855356887,1.0,1
178,1,0,0.0,K-35-050-4,student_only,325628.32711435744,4700737.484037153,1.0,1
179,1,0,0.0,K-35-050-4,student_only,325764.2644146425,4700578.925087438,1.0,1
180,1,0,0.0,K-35-050-4,student_only,325093.13632324024,4699827.245989027,1.0,1
181,1,0,0.0,K-35-050-4,student_only,323160.95717355236,4700745.4882800365,1.0,1
182,1,0,0.0,K-35-050-4,student_only,333168.77211983944,4695822.626126202,1.0,1
183,1,0,0.0,K-35-050-4,student_only,328109.81728080404,4696801.08209749,1.0,1
184,1,0,0.0,K-35-050-4,student_only,314808.4614711569,4695990.572920848,1.0,1
185,1,0,0.0,K-35-050-4,student_only,318519.77331618324,4693884.430970771,1.0,1
186,1,0,0.0,K-35-050-4,student_only,318781.22730443516,4694796.501036433,1.0,1
187,1,0,0.0,K-35-050-4,student_only,318766.0979971716,4693921.573303582,1.0,1
188,1,0,0.0,K-35-050-4,student_only,322848.62746665574,4689949.023519769,1.0,1
189,1,0,0.0,K-35-050-4,student_only,322504.5834413723,4689714.207162444,1.0,1
190,1,0,0.0,K-35-050-4,student_only,324863.01365197095,4689847.8085357435,1.0,1
191,1,0,0.0,K-35-050-4,student_only,332037.5434993282,4690887.2379334485,1.0,1
192,0,1,1.0,K-35-050-4,vlm_only,323106.53237131215,4700775.938550783,0.9999996377549936,1
193,0,1,0.95,K-35-050-4,vlm_only,322792.9450682296,4690826.200785482,0.9999996377549936,1
194,0,1,0.95,K-35-050-4,vlm_only,321404.07440563734,4702438.939656775,0.9999996377549936,1
195,0,1,0.2,K-35-050-4,vlm_only,321382.2932051864,4691026.383484833,0.9999996377549936,1
196,0,1,1.0,K-35-050-4,vlm_only,322773.2240453985,4690851.367254358,0.9999996377549936,1
197,0,1,0.95,K-35-050-4,vlm_only,326294.0913448737,4700864.77784096,0.9999996377549936,1
198,0,1,0.95,K-35-050-4,vlm_only,326269.2536134111,4700858.840346869,0.9999996377549936,1
199,0,1,0.85,K-35-050-4,vlm_only,328113.37756634067,4697543.18215676,0.9999996377549936,1
200,0,1,0.4,K-35-050-4,vlm_only,328109.8090462504,4694896.393904169,0.9999996377549936,1
201,0,1,1.0,K-35-050-4,vlm_only,331061.56367937755,4702423.729949675,0.9999996377549936,1
202,0,1,0.95,K-35-050-4,vlm_only,331332.34116742946,4690668.739631425,0.9999996377549936,1
203,0,1,1.0,K-35-050-4,vlm_only,334922.62955670524,4688981.064591573,0.9999996377549936,1
204,0,1,1.0,K-35-050-4,vlm_only,317408.76748593326,4695883.572009799,0.9999996377549936,1
205,0,1,0.4,K-35-050-4,vlm_only,329343.90040126286,4702493.092017913,0.9999996377549936,1
206,0,1,0.95,K-35-050-4,vlm_only,334903.59473513043,4690439.5257279165,0.9999996377549936,1
207,0,1,1.0,K-35-050-4,vlm_only,319302.38089043275,4705077.372747967,0.9999996377549936,1
208,0,1,1.0,K-35-050-4,vlm_only,319478.0367622047,4704163.861462545,0.9999996377549936,1
209,0,1,0.75,K-35-050-4,vlm_only,317659.4703848901,4694638.156196182,0.9999996377549936,1
210,0,1,0.15,K-35-050-4,vlm_only,334296.72992582835,4698235.76534946,0.9999996377549936,1
211,0,1,0.2,K-35-050-4,vlm_only,334387.3473249859,4698214.061786123,0.9999996377549936,1
212,0,1,0.75,K-35-050-4,vlm_only,322403.1033606132,4689142.6957073435,0.9999996377549936,1
213,0,1,1.0,K-35-050-4,vlm_only,321204.64148453594,4702915.187763522,0.9999996377549936,1
214,0,1,0.95,K-35-050-4,vlm_only,319752.93474417005,4705085.042702971,0.9999996377549936,1
215,0,1,1.0,K-35-050-4,vlm_only,329200.69835127814,4689098.894955406,0.9999996377549936,1
216,1,1,0.2,K-35-051-3,matched,336118.60393986444,4694798.829998813,1.0,1
217,1,1,1.0,K-35-051-3,matched,335430.22094410076,4689147.838641138,1.0,1
218,1,1,1.0,K-35-051-3,matched,335827.0735219624,4689171.540255727,1.0,1
219,1,1,0.2,K-35-051-3,matched,341784.7149984078,4694695.200731884,1.0,1
220,1,1,0.75,K-35-051-3,matched,335648.23445464205,4699864.917099489,1.0,1
221,1,1,0.95,K-35-051-3,matched,335984.1130877709,4699322.6075557545,1.0,1
222,1,1,0.2,K-35-051-3,matched,336632.6329335832,4698353.562341033,1.0,1
223,1,1,1.0,K-35-051-3,matched,344680.89959052904,4698245.782925891,1.0,1
224,1,1,1.0,K-35-051-3,matched,344843.61032961967,4698767.809714699,1.0,1
225,1,1,0.95,K-35-051-3,matched,345297.10193084925,4689763.423567573,1.0,1
226,1,1,1.0,K-35-051-3,matched,344342.54435546615,4688860.784110476,1.0,1
227,1,1,1.0,K-35-051-3,matched,340406.3803072436,4696286.2142260885,1.0,1
228,1,1,0.4,K-35-051-3,matched,341785.81705985044,4696172.619309819,1.0,1
229,1,1,0.85,K-35-051-3,matched,340525.94369613426,4695470.670223773,1.0,1
230,1,1,0.85,K-35-051-3,matched,340605.7527145676,4695443.504972845,1.0,1
231,1,1,0.95,K-35-051-3,matched,344298.8875171348,4693483.447467562,1.0,1
232,1,1,1.0,K-35-051-3,matched,344596.20203090843,4693349.990949218,1.0,1
233,1,1,1.0,K-35-051-3,matched,344663.32151003904,4693283.824386061,1.0,1
234,1,1,0.95,K-35-051-3,matched,344080.27722233674,4692029.442329325,1.0,1
235,1,1,1.0,K-35-051-3,matched,342522.2129235566,4694276.714553821,1.0,1
236,1,1,0.95,K-35-051-3,matched,336935.1168523776,4696021.321468828,1.0,1
237,1,1,0.85,K-35-051-3,matched,336062.7110114574,4695919.373731551,1.0,1
238,1,1,0.3,K-35-051-3,matched,336202.59158425033,4695230.57281467,1.0,1
239,1,1,1.0,K-35-051-3,matched,346793.0461175446,4690737.882995708,1.0,1
240,1,1,0.85,K-35-051-3,matched,345827.56418309954,4692706.566523434,1.0,1
241,1,1,1.0,K-35-051-3,matched,347379.52567683044,4699688.218993033,1.0,1
242,1,1,1.0,K-35-051-3,matched,347368.70720313373,4699605.3992544245,1.0,1
243,1,1,0.7,K-35-051-3,matched,349986.4032605718,4700389.45151595,1.0,1
244,1,1,1.0,K-35-051-3,matched,347717.42664750497,4701262.657278109,1.0,1
245,1,1,0.85,K-35-051-3,matched,342875.47538092965,4693294.554358956,1.0,1
246,1,1,1.0,K-35-051-3,matched,342675.14598262485,4692964.087996271,1.0,1
247,1,1,0.4,K-35-051-3,matched,336401.73539569485,4692936.032925829,1.0,1
248,1,1,0.85,K-35-051-3,matched,336009.90531605016,4691178.685062314,1.0,1
249,1,1,0.15,K-35-051-3,matched,345441.62534858286,4694564.678622755,1.0,1
250,1,1,0.85,K-35-051-3,matched,345889.6007563679,4694413.505171531,1.0,1
251,1,1,0.85,K-35-051-3,matched,345720.7393452306,4694349.348589616,1.0,1
252,1,1,1.0,K-35-051-3,matched,346450.4015505875,4694061.689378726,1.0,1
253,1,1,1.0,K-35-051-3,matched,345712.59728007903,4693710.519308765,1.0,1
254,1,1,0.95,K-35-051-3,matched,347303.0111476843,4694702.462092819,1.0,1
255,1,1,1.0,K-35-051-3,matched,348216.0561078304,4694522.66711624,1.0,1
256,1,1,0.85,K-35-051-3,matched,349637.8929536814,4699974.925822147,1.0,1
257,1,1,0.2,K-35-051-3,matched,349420.8178377676,4688792.784265297,1.0,1
258,1,1,1.0,K-35-051-3,matched,349237.90053025715,4688687.488925306,1.0,1
259,1,1,0.2,K-35-051-3,matched,349754.31471812946,4692601.789733278,1.0,1
260,1,1,1.0,K-35-051-3,matched,350544.68225132837,4688445.825148889,1.0,1
261,1,1,0.85,K-35-051-3,matched,351439.4620388463,4701715.469642829,1.0,1
262,1,1,0.95,K-35-051-3,matched,350247.2009483803,4694947.267966131,1.0,1
263,1,1,1.0,K-35-051-3,matched,352914.780043198,4691867.458242685,1.0,1
264,1,1,0.95,K-35-051-3,matched,353414.9764984995,4691888.527448036,1.0,1
265,1,1,1.0,K-35-051-3,matched,353244.44193843764,4688747.846071279,1.0,1
266,1,1,0.4,K-35-051-3,matched,350673.3624811643,4689492.356223428,1.0,1
267,1,1,0.85,K-35-051-3,matched,351284.50956687157,4689163.970635721,1.0,1
268,1,1,0.2,K-35-051-3,matched,353213.9380254607,4701439.42502195,1.0,1
269,1,1,1.0,K-35-051-3,matched,353272.4609561832,4700923.70259292,1.0,1
270,1,1,0.85,K-35-051-3,matched,347308.0829120127,4691542.043961264,1.0,1
271,1,1,1.0,K-35-051-3,matched,337632.700889849,4693515.65289987,1.0,1
272,1,1,0.95,K-35-051-3,matched,337307.05241144885,4698619.090971706,1.0,1
273,1,1,1.0,K-35-051-3,matched,338418.00216926646,4694189.581178963,1.0,1
274,1,1,1.0,K-35-051-3,matched,355406.8427067932,4690885.8223288795,1.0,1
275,1,1,1.0,K-35-051-3,matched,354750.5736801495,4696644.585298537,1.0,1
276,1,1,1.0,K-35-051-3,matched,355271.46708610444,4695678.269789997,1.0,1
277,1,1,1.0,K-35-051-3,matched,338288.4289636982,4690915.61095415,1.0,1
278,1,1,0.2,K-35-051-3,matched,355340.91278953385,4688622.584599991,1.0,1
279,1,1,0.65,K-35-051-3,matched,351989.1931496797,4697935.978167472,1.0,1
280,1,1,0.75,K-35-051-3,matched,355239.4932807678,4692186.645044609,1.0,1
281,1,1,0.2,K-35-051-3,matched,352109.0618116318,4691129.0429862235,1.0,1
282,1,1,1.0,K-35-051-3,matched,354052.15594326716,4689792.599413042,1.0,1
283,1,1,0.85,K-35-051-3,matched,355303.0568608693,4689889.830642016,1.0,1
284,1,1,1.0,K-35-051-3,matched,355631.07060592296,4690770.20719192,1.0,1
285,1,1,1.0,K-35-051-3,matched,338715.027389377,4700655.595034483,1.0,1
286,1,1,1.0,K-35-051-3,matched,338724.39458531176,4700306.675343104,1.0,1
287,1,1,0.95,K-35-051-3,matched,354193.52668808016,4697737.825099229,1.0,1
288,1,1,1.0,K-35-051-3,matched,338907.52211986436,4690226.38925234,1.0,1
289,1,1,0.85,K-35-051-3,matched,338684.00567487825,4698646.85057717,1.0,1
290,1,1,1.0,K-35-051-3,matched,339391.3920530579,4698348.310129564,1.0,1
291,1,1,0.95,K-35-051-3,matched,339907.968477263,4698396.671816942,1.0,1
292,1,1,1.0,K-35-051-3,matched,340128.1515798209,4698071.79895582,1.0,1
293,1,1,1.0,K-35-051-3,matched,339587.11548700475,4697264.47159635,1.0,1
294,1,1,1.0,K-35-051-3,matched,339393.37740928924,4705403.988568718,1.0,1
295,1,1,0.2,K-35-051-3,matched,353162.1312678808,4697151.615405711,1.0,1
296,1,1,0.95,K-35-051-3,matched,337280.13033987745,4698922.523842976,1.0,1
297,1,1,0.95,K-35-051-3,matched,337119.7052322326,4698733.939875564,1.0,1
298,1,1,1.0,K-35-051-3,matched,337501.2709869543,4698924.7743997965,1.0,1
299,1,1,1.0,K-35-051-3,matched,337615.45577041816,4698857.767559698,1.0,1
300,1,1,1.0,K-35-051-3,matched,338326.6260251943,4699175.832930428,1.0,1
301,1,1,1.0,K-35-051-3,matched,337511.9540377062,4688827.606613455,1.0,1
302,1,1,1.0,K-35-051-3,matched,337494.33024628833,4688693.798321878,1.0,1
303,1,1,0.95,K-35-051-3,matched,339908.9209939218,4695363.701988245,1.0,1
304,1,1,1.0,K-35-051-3,matched,352620.5712397848,4691626.804647621,1.0,1
305,1,1,0.95,K-35-051-3,matched,353167.56229043286,4691223.41659005,1.0,1
306,1,1,1.0,K-35-051-3,matched,352159.96354255,4690967.202246656,1.0,1
307,1,1,1.0,K-35-051-3,matched,352362.9859505132,4690472.86132587,1.0,1
308,1,1,0.95,K-35-051-3,matched,352362.0532997857,4690387.981439945,1.0,1
309,1,1,0.95,K-35-051-3,matched,352410.1852621834,4690697.565984645,1.0,1
310,1,1,1.0,K-35-051-3,matched,352851.38815351477,4690969.683793064,1.0,1
311,1,1,1.0,K-35-051-3,matched,339800.3119937681,4694516.489657528,1.0,1
312,1,1,0.85,K-35-051-3,matched,338801.17327304184,4694255.944154236,1.0,1
313,1,1,0.95,K-35-051-3,matched,338596.51518833265,4689142.103575454,1.0,1
314,1,1,1.0,K-35-051-3,matched,338319.7449648918,4700526.667786457,1.0,1
315,1,1,0.85,K-35-051-3,matched,338650.46820796723,4700661.282310954,1.0,1
