gt_id,layer,source_id_lossy,source_map,symbol_type,confidence_grade,position_source,provenance,x,y
student:00035,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,319372.265,4704130.932
student:00036,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,317163.493,4702755.516
student:00037,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,320069.160,4701988.291
student:00038,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,321137.718,4702885.113
student:00039,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,321365.783,4702408.024
student:00040,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,326017.544,4702125.263
student:00041,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,327891.070,4702115.053
student:00042,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,327826.607,4701590.894
student:00043,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329394.111,4701123.361
student:00044,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329928.249,4701465.016
student:00045,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329514.847,4701440.767
student:00046,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329490.626,4701864.230
student:00047,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329121.638,4702142.311
student:00048,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329366.710,4702448.590
student:00049,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329340.434,4702507.971
student:00050,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328992.725,4702838.606
student:00051,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329491.485,4702653.717
student:00052,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330734.555,4701252.284
student:00053,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330477.738,4701330.490
student:00054,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330396.161,4701364.906
student:00055,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330314.522,4701383.244
student:00056,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330815.165,4701916.349
student:00057,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329986.281,4702260.752
student:00058,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329994.834,4702681.294
student:00059,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,331252.502,4701297.610
student:00060,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,331815.770,4701337.003
student:00061,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,331917.462,4701438.879
student:00062,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,335171.319,4700023.110
student:00063,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,335012.837,4699051.317
student:00064,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,334868.677,4699864.059
student:00065,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,333510.009,4700747.325
student:00066,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332968.316,4700286.855
student:00067,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332580.268,4699161.495
student:00068,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330824.641,4700670.489
student:00069,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,326353.941,4699138.070
student:00070,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,326316.762,4700848.930
student:00071,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,325628.327,4700737.484
student:00072,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,325764.264,4700578.925
student:00073,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,325563.760,4700428.012
student:00074,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,325139.447,4700171.836
student:00075,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,325093.136,4699827.246
student:00076,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,323160.957,4700745.488
student:00077,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,323160.530,4700689.389
student:00078,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,321945.959,4699384.178
student:00079,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,322381.103,4699753.770
student:00080,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,322891.251,4700252.596
student:00081,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,321293.008,4699526.332
student:00082,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,321108.764,4699459.993
student:00083,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,320682.122,4700190.117
student:00084,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318847.777,4699140.711
student:00085,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,315764.584,4700250.184
student:00086,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318807.307,4698236.071
student:00087,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318882.957,4697127.267
student:00088,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318998.143,4696992.021
student:00089,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324886.163,4698804.160
student:00090,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328000.448,4697548.520
student:00091,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328418.318,4697284.782
student:00092,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328249.475,4697763.928
student:00093,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328737.042,4697843.105
student:00094,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328654.638,4697897.003
student:00095,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329212.154,4698191.918
student:00096,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329188.392,4698105.640
student:00097,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329323.287,4697263.638
student:00098,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329422.426,4697564.412
student:00099,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332577.421,4698145.268
student:00100,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,335166.888,4696749.160
student:00101,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,333168.772,4695822.626
student:00102,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328109.817,4696801.082
student:00103,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,327462.084,4695066.734
student:00104,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,325555.896,4696261.019
student:00105,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,325231.401,4695690.442
student:00106,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324539.458,4695669.424
student:00107,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324026.205,4695240.140
student:00108,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324877.985,4694983.720
student:00109,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,319154.890,4695055.610
student:00110,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318854.055,4696252.722
student:00111,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318482.483,4695615.701
student:00112,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318607.931,4695500.564
student:00113,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318539.480,4695408.989
student:00114,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318696.783,4695202.531
student:00115,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318761.399,4695099.464
student:00116,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,317464.978,4695871.273
student:00117,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,316440.473,4696581.293
student:00118,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,316341.666,4696686.685
student:00119,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,315965.565,4696351.498
student:00120,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,315173.244,4696856.039
student:00121,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,314808.461,4695990.573
student:00122,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318781.227,4694796.501
student:00123,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,318987.666,4694887.742
student:00124,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,319659.318,4694610.995
student:00125,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,319492.728,4693122.033
student:00126,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,319931.248,4693217.867
student:00127,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,321191.732,4694257.052
student:00128,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324873.746,4694710.589
student:00129,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,325684.429,4694432.207
student:00130,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,326934.797,4693041.028
student:00131,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,326963.042,4694242.332
student:00132,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328150.404,4694887.107
student:00133,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328716.383,4693688.479
student:00134,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,328562.722,4693447.224
student:00135,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329424.711,4693456.717
student:00136,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329489.479,4693493.432
student:00137,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329667.069,4693703.185
student:00138,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329605.708,4693746.994
student:00139,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330195.955,4693307.728
student:00140,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332758.554,4693795.974
student:00141,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,333092.201,4693330.726
student:00142,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,333647.972,4692943.038
student:00143,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332951.116,4691719.391
student:00144,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332599.607,4691374.623
student:00145,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332589.386,4691141.974
student:00146,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,327884.901,4692840.729
student:00147,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,327818.161,4692655.832
student:00148,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,327201.982,4692181.140
student:00149,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324786.712,4692076.153
student:00150,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,319500.379,4692912.156
student:00151,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,319398.319,4692828.274
student:00152,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,320143.612,4691650.613
student:00153,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,322717.251,4690376.280
student:00154,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,322848.627,4689949.024
student:00155,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,322504.583,4689714.207
student:00156,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,322406.834,4689617.349
student:00157,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,322382.904,4689161.403
student:00158,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,323290.673,4689663.664
student:00159,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,323787.912,4690708.557
student:00160,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,323821.755,4691145.142
student:00161,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324319.569,4690845.194
student:00162,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324403.241,4690829.566
student:00163,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,324863.014,4689847.809
student:00164,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,326055.672,4689871.507
student:00165,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,326338.870,4689714.833
student:00166,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329230.229,4689086.836
student:00167,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,329678.881,4688844.174
student:00168,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330520.461,4690311.741
student:00169,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330451.542,4689887.079
student:00170,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330211.532,4689541.873
student:00171,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330014.495,4689360.857
student:00172,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,330095.271,4688931.628
student:00173,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,331371.351,4690642.491
student:00174,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,331858.548,4690480.710
student:00175,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332037.543,4690887.238
student:00176,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,332611.589,4690983.538
student:00177,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,334909.617,4690435.394
student:00178,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,334459.996,4689463.765
student:00179,student_reviewed,100005e13,K-35-050-4,Mound,as_digitised,as_digitised,student_digitised,334946.696,4688965.116
student:00180,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,339393.377,4705403.989
student:00181,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,346511.045,4706793.745
student:00182,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,345352.097,4703647.429
student:00183,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,345301.197,4703537.908
student:00184,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338193.674,4701759.444
student:00185,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,346724.048,4701273.025
student:00186,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,347125.988,4701062.428
student:00187,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,347717.427,4701262.657
student:00188,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,351439.462,4701715.470
student:00189,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,353213.938,4701439.425
student:00190,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,353272.461,4700923.703
student:00191,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,352754.305,4700765.861
student:00192,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,349637.893,4699974.926
student:00193,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,349986.403,4700389.452
student:00194,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,347379.526,4699688.219
student:00195,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,347368.707,4699605.399
student:00196,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,340128.152,4698071.799
student:00197,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,339907.968,4698396.672
student:00198,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338326.626,4699175.833
student:00199,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338047.712,4699285.260
student:00200,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338319.745,4700526.668
student:00201,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338724.395,4700306.675
student:00202,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338654.577,4700377.542
student:00203,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338650.468,4700661.282
student:00204,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338715.027,4700655.595
student:00205,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,337037.360,4699263.635
student:00206,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,336874.903,4699410.801
student:00207,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,336665.636,4699306.906
student:00208,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,336423.649,4699311.024
student:00209,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,336335.207,4699664.320
student:00210,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,335984.113,4699322.608
student:00211,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,335430.401,4700101.216
student:00212,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,335648.234,4699864.917
student:00213,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,336632.633,4698353.562
student:00214,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,337501.271,4698924.774
student:00215,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,337280.130,4698922.524
student:00216,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,337615.456,4698857.768
student:00217,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,337119.705,4698733.940
student:00218,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,337307.052,4698619.091
student:00219,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,338684.006,4698646.851
student:00220,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,339391.392,4698348.310
student:00221,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,339587.115,4697264.472
student:00222,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,341137.158,4697590.650
student:00223,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,341533.716,4697603.499
student:00224,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,344843.610,4698767.810
student:00225,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,344680.900,4698245.783
student:00226,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,348371.117,4697810.623
student:00227,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,351989.193,4697935.978
student:00228,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,352096.641,4698840.787
student:00229,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,353162.131,4697151.615
student:00230,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,354193.527,4697737.825
student:00231,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,355271.467,4695678.270
student:00232,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,354750.574,4696644.585
student:00233,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,352214.966,4696836.358
student:00234,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,341785.817,4696172.619
student:00235,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,341779.565,4696091.036
student:00236,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,340738.734,4695571.812
student:00237,student_reviewed,100005e13,K-35-051-3,Mound,as_digitised,as_digitised,student_digitised,340603.177,4695569.262
