order_index,tile_name,map_name,tier,verdict,mark_index,x_px,y_px,x_world,y_world,symbol,note,reviewed_at,pass_id
74,K-35-053-1_x3696_y3024.png,K-35-053-1,census,no_mounds,0,,,,,,,2026-09-06T01:26:27.437217+00:00,20260906T012627437229
75,K-35-053-2_x3696_y3024.png,K-35-053-2,census,no_mounds,0,,,,,,,2026-09-06T01:26:42.796404+00:00,20260906T012642796419
76,K-35-053-2_x3360_y2352.png,K-35-053-2,census,mound,0,77.5,261.5,455441.91,4710954.53,Hairy brown circle,,2026-09-06T01:27:15.282330+00:00,20260906T012715282343
77,K-35-053-2_x3696_y2352.png,K-35-053-2,census,no_mounds,0,,,,,,,2026-09-06T01:27:32.299871+00:00,20260906T012732299883
78,K-35-053-2_x3696_y2688.png,K-35-053-2,census,no_mounds,0,,,,,,,2026-09-06T01:27:46.689192+00:00,20260906T012746689205
79,K-35-053-2_x2688_y3024.png,K-35-053-2,census,no_mounds,0,,,,,,,2026-09-06T01:27:55.744614+00:00,20260906T012755744636
80,K-35-053-4_Boyadzhik_x1008_y3024.png,K-35-053-4_Boyadzhik,census,no_mounds,0,,,,,,,2026-09-06T01:28:00.931375+00:00,20260906T012800931387
81,K-35-053-4_Boyadzhik_x1344_y3024.png,K-35-053-4_Boyadzhik,census,no_mounds,0,,,,,,,2026-09-06T01:28:16.725893+00:00,20260906T012816725904
82,K-35-053-4_Boyadzhik_x1344_y3360.png,K-35-053-4_Boyadzhik,census,no_mounds,0,,,,,,,2026-09-06T01:28:20.969740+00:00,20260906T012820969752
83,K-35-053-4_Boyadzhik_x2352_y3360.png,K-35-053-4_Boyadzhik,census,no_mounds,0,,,,,,,2026-09-06T01:28:26.570611+00:00,20260906T012826570629
84,K-35-054-1_Straldzha_4326_x3696_y336.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:28:49.490666+00:00,20260906T012849490678
85,K-35-054-1_Straldzha_4326_x1344_y336.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:29:03.346032+00:00,20260906T012903346044
86,K-35-054-1_Straldzha_4326_x1680_y336.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:29:24.619011+00:00,20260906T012924619024
87,K-35-054-1_Straldzha_4326_x2688_y2688.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:29:31.079961+00:00,20260906T012931079973
88,K-35-054-1_Straldzha_4326_x1008_y3024.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:30:16.107676+00:00,20260906T013016107687
89,K-35-054-1_Straldzha_4326_x1008_y3360.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:30:22.388238+00:00,20260906T013022388250
90,K-35-054-1_Straldzha_4326_x336_y3360.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:30:40.873320+00:00,20260906T013040873332
91,K-35-054-1_Straldzha_4326_x672_y3360.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:30:45.744543+00:00,20260906T013045744555
92,K-35-054-1_Straldzha_4326_x3024_y2688.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:30:53.081834+00:00,20260906T013053081849
93,K-35-054-1_Straldzha_4326_x3024_y3024.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:30:58.608648+00:00,20260906T013058608660
94,K-35-054-1_Straldzha_4326_x1680_y2352.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:31:02.914781+00:00,20260906T013102914793
95,K-35-054-2_Atolov_4326_x3024_y2016.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:31:16.846564+00:00,20260906T013116846578
96,K-35-054-1_Straldzha_4326_x4032_y3360.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T01:31:18.407348+00:00,20260906T013118407359
97,K-35-054-2_Atolov_4326_x0_y3360.png,K-35-054-2_Atolov_4326,census,mound,0,193.5,230.0,480242.54,4705850.2,Hairy brown circle,,2026-09-06T01:33:44.418823+00:00,20260906T013344418835
98,K-35-054-2_Atolov_4326_x336_y1344.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:34:30.924999+00:00,20260906T013430925012
99,K-35-054-2_Atolov_4326_x336_y2016.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:34:34.141157+00:00,20260906T013434141169
100,K-35-054-2_Atolov_4326_x672_y2016.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:34:37.384812+00:00,20260906T013437384824
97,K-35-054-2_Atolov_4326_x0_y3360.png,K-35-054-2_Atolov_4326,census,mound,0,193.5,230.0,480242.54,4705850.21,Hairy brown circle,,2026-09-06T01:37:08.266687+00:00,20260906T013708266708
97,K-35-054-2_Atolov_4326_x0_y3360.png,K-35-054-2_Atolov_4326,census,mound,0,193.5,230.0,480242.54,4705850.21,Hairy brown circle,,2026-09-06T01:38:45.910256+00:00,20260906T013845910277
97,K-35-054-2_Atolov_4326_x0_y3360.png,K-35-054-2_Atolov_4326,census,mound,0,193.5,230.0,480242.54,4705850.21,Hairy brown circle,,2026-09-06T01:38:54.032378+00:00,20260906T013854032390
97,K-35-054-2_Atolov_4326_x0_y3360.png,K-35-054-2_Atolov_4326,census,mound,0,193.5,230.0,480242.54,4705850.21,Known (yellow) mound is NOT a mound — GT error,,2026-09-06T01:41:32.875226+00:00,20260906T014132875239
97,K-35-054-2_Atolov_4326_x0_y3360.png,K-35-054-2_Atolov_4326,census,mound,0,193.5,230.0,480242.54,4705850.21,Known (yellow) mound is NOT a mound — GT error,,2026-09-06T01:41:49.784690+00:00,20260906T014149784703
97,K-35-054-2_Atolov_4326_x0_y3360.png,K-35-054-2_Atolov_4326,census,mound,0,193.6,230.0,480243.03,4705850.21,Known (yellow) mound is NOT a mound — GT error,,2026-09-06T01:42:43.979022+00:00,20260906T014243979032
4,K-35-050-4_x1344_y1008.png,K-35-050-4,census,no_mounds,0,,,,,,,2026-09-06T01:56:29.010375+00:00,20260906T015629010394
5,K-35-050-4_x1344_y1344.png,K-35-050-4,census,no_mounds,0,,,,,,,2026-09-06T01:56:41.382995+00:00,20260906T015641383007
101,K-35-054-2_Atolov_4326_x1344_y1344.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:58:43.617184+00:00,20260906T015843617195
102,K-35-054-2_Atolov_4326_x1344_y1680.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:58:49.215583+00:00,20260906T015849215594
103,K-35-054-2_Atolov_4326_x1680_y1008.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:58:57.272895+00:00,20260906T015857272906
104,K-35-054-2_Atolov_4326_x1680_y1344.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:59:02.177281+00:00,20260906T015902177319
105,K-35-054-2_Atolov_4326_x1680_y336.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:59:10.378622+00:00,20260906T015910378634
106,K-35-054-2_Atolov_4326_x2016_y336.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:59:17.306083+00:00,20260906T015917306096
107,K-35-054-2_Atolov_4326_x2016_y1344.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:59:23.062124+00:00,20260906T015923062135
108,K-35-054-2_Atolov_4326_x3024_y1680.png,K-35-054-2_Atolov_4326,census,no_mounds,0,,,,,,,2026-09-06T01:59:29.694608+00:00,20260906T015929694620
109,K-35-054-3_Yambol_x1008_y1008.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T01:59:43.433631+00:00,20260906T015943433653
110,K-35-054-3_Yambol_x1344_y1008.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T01:59:47.940519+00:00,20260906T015947940531
111,K-35-054-3_Yambol_x3024_y1344.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T01:59:52.948870+00:00,20260906T015952948880
112,K-35-054-3_Yambol_x3024_y1680.png,K-35-054-3_Yambol,census,mound,0,383.0,287.0,475746.74,4695516.1,Other / unsure (note below),Settlement mound,2026-09-06T02:00:42.691580+00:00,20260906T020042691591
113,K-35-054-3_Yambol_x3360_y1344.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:00:52.828193+00:00,20260906T020052828205
112,K-35-054-3_Yambol_x3024_y1680.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:01:14.615815+00:00,20260906T020114615828
114,K-35-054-3_Yambol_x3360_y1680.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:01:41.577238+00:00,20260906T020141577250
115,K-35-054-3_Yambol_x3024_y3024.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:01:46.108441+00:00,20260906T020146108453
116,K-35-054-3_Yambol_x1680_y3360.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:01:50.930362+00:00,20260906T020150930374
117,K-35-054-3_Yambol_x672_y336.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:01:54.612586+00:00,20260906T020154612598
118,K-35-054-3_Yambol_x672_y1008.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:01:59.042879+00:00,20260906T020159042891
119,K-35-054-3_Yambol_x672_y672.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:02:03.276212+00:00,20260906T020203276225
120,K-35-054-3_Yambol_x2352_y3024.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:02:08.543397+00:00,20260906T020208543409
121,K-35-054-3_Yambol_x2352_y3360.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:02:13.250469+00:00,20260906T020213250480
122,K-35-054-1_Straldzha_4326_x1680_y3696.png,K-35-054-1_Straldzha_4326,census,no_mounds,0,,,,,,,2026-09-06T02:02:14.724906+00:00,20260906T020214724920
123,K-35-054-3_Yambol_x1680_y0.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:02:23.090959+00:00,20260906T020223090970
124,K-35-054-3_Yambol_x3360_y2016.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:02:27.841416+00:00,20260906T020227841429
125,K-35-054-3_Yambol_x1344_y2688.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:02:32.198473+00:00,20260906T020232198485
126,K-35-054-4_Voynika_x672_y336.png,K-35-054-4_Voynika,census,mound,0,235.8,103.8,483822.68,4703076.16,Hairy brown circle,,2026-09-06T02:02:56.406879+00:00,20260906T020256406891
127,K-35-054-4_Voynika_x2016_y336.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:04.389394+00:00,20260906T020304389404
128,K-35-054-4_Voynika_x2352_y336.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:08.402627+00:00,20260906T020308402640
129,K-35-054-4_Voynika_x1344_y336.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:11.222741+00:00,20260906T020311222753
130,K-35-054-4_Voynika_x1344_y672.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:17.421915+00:00,20260906T020317421925
131,K-35-054-4_Voynika_x3360_y1344.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:21.474860+00:00,20260906T020321474872
132,K-35-054-4_Voynika_x336_y1008.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:25.494929+00:00,20260906T020325494942
133,K-35-054-4_Voynika_x336_y1344.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:31.819125+00:00,20260906T020331819137
134,K-35-054-3_Yambol_x4032_y1344.png,K-35-054-3_Yambol,census,no_mounds,0,,,,,,,2026-09-06T02:03:33.958799+00:00,20260906T020333958811
135,K-35-054-4_Voynika_x0_y1344.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:48.153812+00:00,20260906T020348153838
136,K-35-054-4_Voynika_x3696_y1344.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:03:53.582828+00:00,20260906T020353582839
137,K-35-054-4_Voynika_x3696_y1680.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:04:03.409112+00:00,20260906T020403409124
138,K-35-054-4_Voynika_x336_y1680.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:04:07.119626+00:00,20260906T020407119638
139,K-35-054-4_Voynika_x672_y1680.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:04:09.793234+00:00,20260906T020409793246
140,K-35-054-4_Voynika_x3696_y2352.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:04:15.145129+00:00,20260906T020415145141
141,K-35-054-4_Voynika_x3360_y2352.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:04:20.022147+00:00,20260906T020420022158
142,K-35-054-4_Voynika_x3360_y2688.png,K-35-054-4_Voynika,census,no_mounds,0,,,,,,,2026-09-06T02:04:24.256401+00:00,20260906T020424256415
143,K-35-055-1_x1680_y0.png,K-35-055-1,census,no_mounds,0,,,,,,,2026-09-06T02:04:28.742076+00:00,20260906T020428742088
144,K-35-055-1_x3696_y0.png,K-35-055-1,census,no_mounds,0,,,,,,,2026-09-06T02:04:32.199012+00:00,20260906T020432199024
145,K-35-055-1_x4032_y0.png,K-35-055-1,census,no_mounds,0,,,,,,,2026-09-06T02:04:38.619685+00:00,20260906T020438619695
146,K-35-055-1_x1008_y1680.png,K-35-055-1,census,no_mounds,0,,,,,,,2026-09-06T02:04:42.407150+00:00,20260906T020442407163
147,K-35-055-1_x1344_y1680.png,K-35-055-1,census,no_mounds,0,,,,,,,2026-09-06T02:04:47.299866+00:00,20260906T020447299878
148,K-35-055-1_x336_y2688.png,K-35-055-1,census,no_mounds,0,,,,,,,2026-09-06T02:04:51.858120+00:00,20260906T020451858132
149,K-35-055-2_x2016_y2016.png,K-35-055-2,census,no_mounds,0,,,,,,,2026-09-06T02:04:55.225579+00:00,20260906T020455225590
150,K-35-055-2_x2352_y2016.png,K-35-055-2,census,no_mounds,0,,,,,,,2026-09-06T02:04:57.490882+00:00,20260906T020457490894
151,K-35-055-2_x1680_y2016.png,K-35-055-2,census,no_mounds,0,,,,,,,2026-09-06T02:04:59.648221+00:00,20260906T020459648234
152,K-35-055-2_x2688_y1008.png,K-35-055-2,census,no_mounds,0,,,,,,,2026-09-06T02:05:06.904262+00:00,20260906T020506904275
153,K-35-055-2_x336_y1344.png,K-35-055-2,census,no_mounds,0,,,,,,,2026-09-06T02:05:14.706475+00:00,20260906T020514706485
154,K-35-055-1_x4032_y2016.png,K-35-055-1,census,no_mounds,0,,,,,,,2026-09-06T02:05:16.617846+00:00,20260906T020516617858
155,K-35-055-1_x4032_y2352.png,K-35-055-1,census,no_mounds,0,,,,,,,2026-09-06T02:05:18.171463+00:00,20260906T020518171475
156,K-35-055-2_x0_y2016.png,K-35-055-2,census,no_mounds,0,,,,,,,2026-09-06T02:05:22.030993+00:00,20260906T020522031006
157,K-35-055-2_x0_y2352.png,K-35-055-2,census,no_mounds,0,,,,,,,2026-09-06T02:05:25.829802+00:00,20260906T020525829814
158,K-35-055-3_x1680_y1344.png,K-35-055-3,census,no_mounds,0,,,,,,,2026-09-06T02:05:30.820961+00:00,20260906T020530820973
159,K-35-055-2_x336_y3696.png,K-35-055-2,census,no_mounds,0,,,,,,,2026-09-06T02:05:32.059708+00:00,20260906T020532059720
