candidate_id,human_label,buffer_metres,x,y,map_name
32,mound,50,471688.06245010364,4711874.78055641,K-35-054-1_Straldzha_4326
33,mound,100,471890.1479064836,4722148.140391675,K-35-054-1_Straldzha_4326
34,mound,50,476551.90382208297,4715067.144571103,K-35-054-1_Straldzha_4326
35,mound,125,440528.9120235698,4689185.122988405,K-35-053-4_Boyadzhik
36,mound,50,478812.39742804546,4711067.771604486,K-35-054-1_Straldzha_4326
37,mound,50,478448.7532411781,4715713.425461321,K-35-054-1_Straldzha_4326
38,mound,50,475074.0167739135,4713835.507291152,K-35-054-1_Straldzha_4326
39,mound,50,462782.16455546016,4714354.478279981,K-35-054-1_Straldzha_4326
40,mound,125,480280.6872146091,4705738.045640189,K-35-054-2_Atolov_4326
41,mound,50,488914.79813742306,4716915.94809904,K-35-054-2_Atolov_4326
42,mound,50,492466.120149282,4721589.960867549,K-35-054-2_Atolov_4326
43,mound,50,492766.0343866625,4721955.819569013,K-35-054-2_Atolov_4326
44,mound,75,492899.63138996373,4722076.198614211,K-35-054-2_Atolov_4326
45,mound,50,492424.2910067803,4720274.970296188,K-35-054-2_Atolov_4326
46,mound,50,492066.5863352948,4720377.796635346,K-35-054-2_Atolov_4326
47,mound,50,492755.393983536,4708491.326097317,K-35-054-2_Atolov_4326
48,mound,50,491781.21842193766,4707731.234141952,K-35-054-2_Atolov_4326
49,mound,50,499750.3737874672,4717339.143802111,K-35-054-2_Atolov_4326
50,mound,125,462958.46004028106,4702942.689053115,K-35-054-3_Yambol
51,mound,50,467053.8348926434,4698765.485440846,K-35-054-3_Yambol
52,mound,50,468490.43686273287,4703668.891931928,K-35-054-3_Yambol
53,mound,50,464102.5057380498,4698940.598889835,K-35-054-3_Yambol
54,mound,50,471461.0393961333,4688260.49164193,K-35-054-3_Yambol
55,mound,50,486243.7868987007,4703079.440581981,K-35-054-4_Voynika
56,mound,50,475831.4132403382,4711757.987526071,K-35-054-1_Straldzha_4326
57,mound,125,485717.4248940089,4703360.5384459235,K-35-054-4_Voynika
58,mound,100,485606.1321919792,4703296.864507353,K-35-054-4_Voynika
59,mound,50,494608.2154372952,4688146.4047726495,K-35-054-4_Voynika
60,mound,50,520092.25194796285,4723343.619877436,K-35-055-1
61,mound,100,502955.6959490068,4709707.394925845,K-35-055-1
62,mound,50,526434.7447839115,4715377.977056999,K-35-055-2
63,mound,50,532890.1489244979,4718196.0612380225,K-35-055-2
64,mound,75,504645.1251745307,4706978.901092476,K-35-055-1
65,mound,75,506804.5527178891,4702470.251770305,K-35-055-3
66,mound,50,501950.8773968914,4696740.6640748875,K-35-055-3
67,mound,100,509168.63696766796,4696315.249685689,K-35-055-3
68,mound,125,540003.7987188176,4695879.1373426225,K-35-055-4
69,mound,50,328450.12003241404,4656601.890136721,K-35-062-4_Asenovgrad_4326
70,mound,50,328402.9523818279,4658830.644356257,K-35-062-4_Asenovgrad_4326
71,mound,50,327688.21472729906,4658401.088262779,K-35-062-4_Asenovgrad_4326
72,mound,50,326976.7423241713,4658046.663406324,K-35-062-4_Asenovgrad_4326
73,mound,50,328664.88710824103,4652073.174001694,K-35-062-4_Asenovgrad_4326
74,mound,50,317282.89280189044,4657434.082931238,K-35-062-4_Asenovgrad_4326
75,mound,50,342851.88975568506,4677228.113737117,K-35-063-1_Granit_4326
76,mound,50,344446.44394618797,4673241.480535795,K-35-063-1_Granit_4326
77,mound,75,344521.6899763964,4683305.355826339,K-35-063-1_Granit_4326
78,mound,50,344523.77560229145,4683220.766557053,K-35-063-1_Granit_4326
79,mound,50,344183.7303090997,4674481.942143249,K-35-063-1_Granit_4326
80,mound,50,342720.4477320449,4684697.384161863,K-35-063-1_Granit_4326
81,mound,50,346194.74373621907,4672654.093935454,K-35-063-1_Granit_4326
82,mound,50,346086.123222377,4672368.814468957,K-35-063-1_Granit_4326
83,mound,50,349163.09179214155,4684614.7795465095,K-35-063-1_Granit_4326
84,mound,50,349362.0433379315,4684490.822322491,K-35-063-1_Granit_4326
85,mound,50,349448.69417698495,4684489.554767073,K-35-063-1_Granit_4326
86,mound,50,348986.4482334402,4683899.92895837,K-35-063-1_Granit_4326
87,mound,50,352370.26754203514,4686651.362518783,K-35-063-1_Granit_4326
88,mound,50,337400.5968318843,4686653.428976339,K-35-063-1_Granit_4326
89,mound,50,337361.21714040264,4686583.830286405,K-35-063-1_Granit_4326
90,mound,50,337271.06872359576,4686510.632582364,K-35-063-1_Granit_4326
91,mound,100,351895.49180968513,4676317.962264922,K-35-063-1_Granit_4326
92,mound,100,342262.78011528036,4686563.052477458,K-35-063-1_Granit_4326
93,mound,50,354816.52300394117,4683809.687511363,K-35-063-1_Granit_4326
94,mound,100,337095.84158572636,4676590.599132555,K-35-063-1_Granit_4326
95,mound,50,351076.96678948915,4684119.828283523,K-35-063-1_Granit_4326
96,mound,50,338403.5443328588,4688136.538209286,K-35-063-1_Granit_4326
97,mound,50,351644.2538243025,4677353.5714357905,K-35-063-1_Granit_4326
98,mound,50,336704.77837545186,4673070.266873625,K-35-063-1_Granit_4326
99,mound,50,355760.52192250936,4683827.766489743,K-35-063-2_Chirpan_4326
100,mound,50,355902.66395733977,4683612.745219555,K-35-063-2_Chirpan_4326
101,mound,50,353318.13682258636,4684410.029152113,K-35-063-1_Granit_4326
102,mound,50,369468.9869342208,4678479.062647489,K-35-063-2_Chirpan_4326
103,mound,50,355197.91954470944,4684473.141842251,K-35-063-1_Granit_4326
104,mound,50,355205.4740373495,4684323.7220794195,K-35-063-1_Granit_4326
105,mound,50,354946.89368001797,4684223.45671096,K-35-063-1_Granit_4326
106,mound,50,354880.80388370267,4684439.925204617,K-35-063-1_Granit_4326
107,mound,50,354818.7481991527,4683833.525200976,K-35-063-1_Granit_4326
108,mound,50,347506.7805138721,4669765.988547052,K-35-063-3_Tatarevo_4326
109,mound,50,360207.7044050703,4669786.3075326225,K-35-063-2_Chirpan_4326
110,mound,50,349039.6967579377,4669619.7531195255,K-35-063-3_Tatarevo_4326
111,mound,125,336226.1925962367,4657944.052977482,K-35-063-3_Tatarevo_4326
112,mound,75,351073.166899994,4651721.342963819,K-35-063-3_Tatarevo_4326
113,mound,50,351903.17267666216,4669738.041441192,K-35-063-3_Tatarevo_4326
114,mound,50,353144.40725896787,4669431.356518463,K-35-063-3_Tatarevo_4326
115,mound,50,351537.6396557676,4658529.383208953,K-35-063-3_Tatarevo_4326
116,mound,50,364804.2435822963,4657702.16357265,K-35-063-4_Skobelevo_4326
117,mound,50,364531.0823493146,4660668.112466241,K-35-063-4_Skobelevo_4326
118,mound,50,355725.9582743417,4658651.750222866,K-35-063-4_Skobelevo_4326
119,mound,50,367372.56752631295,4658925.86256777,K-35-063-4_Skobelevo_4326
120,mound,50,367470.3738991111,4658836.836117624,K-35-063-4_Skobelevo_4326
121,mound,50,367020.7504676852,4658772.559682758,K-35-063-4_Skobelevo_4326
122,mound,75,373362.1159313132,4662833.59801345,K-35-063-4_Skobelevo_4326
123,mound,150,358318.8612609785,4651899.664878185,K-35-063-4_Skobelevo_4326
124,mound,50,376310.01226054924,4680729.137637389,K-35-064-1_Sredets_4326
125,mound,50,376285.8925960991,4681248.7512720665,K-35-064-1_Sredets_4326
126,mound,50,376353.4287973352,4686330.843216799,K-35-064-1_Sredets_4326
127,mound,50,384959.81383755663,4669243.811495922,K-35-064-1_Sredets_4326
128,mound,50,385951.93018642237,4677728.804076168,K-35-064-1_Sredets_4326
129,mound,100,390969.0340954292,4680224.651101042,K-35-064-1_Sredets_4326
130,mound,50,380593.40543224657,4674578.384381049,K-35-064-1_Sredets_4326
131,mound,50,394909.39099268266,4670674.86649235,K-35-064-1_Sredets_4326
132,mound,50,395018.87544307875,4670570.096776542,K-35-064-1_Sredets_4326
133,mound,50,379835.89166941773,4680377.776500646,K-35-064-1_Sredets_4326
134,mound,50,401565.9178944808,4670329.808395459,K-35-064-2_Radnevo_4326
135,mound,50,404714.57927438075,4670423.419325928,K-35-064-2_Radnevo_4326
136,mound,50,402018.53102410276,4674942.75138496,K-35-064-2_Radnevo_4326
137,mound,50,402577.67817569996,4679938.188195147,K-35-064-2_Radnevo_4326
138,mound,50,406719.69514682796,4679735.484565202,K-35-064-2_Radnevo_4326
139,mound,50,405264.3728658959,4680033.451311331,K-35-064-2_Radnevo_4326
140,mound,50,410541.5665456828,4684925.065463121,K-35-064-2_Radnevo_4326
141,mound,50,412491.82401779294,4685077.703778014,K-35-064-2_Radnevo_4326
142,mound,100,335648.5005298831,4677216.104008463,K-35-063-1_Granit_4326
143,mound,50,405162.5290055548,4669771.407874401,K-35-064-2_Radnevo_4326
144,mound,50,413665.06339725415,4683569.272671603,K-35-064-2_Radnevo_4326
145,mound,50,414985.30873231933,4673288.747663642,K-35-064-2_Radnevo_4326
146,mound,50,375869.4074660472,4659324.815757209,K-35-064-3_Dimitrovgrad_4326
147,mound,50,375861.01037321315,4659185.868393522,K-35-064-3_Dimitrovgrad_4326
148,mound,50,396494.32099748286,4662808.764231616,K-35-064-3_Dimitrovgrad_4326
149,mound,50,396604.8371775265,4651156.916958843,K-35-064-4_Galabovo_4326
150,mound,50,402442.52520423476,4660693.211228226,K-35-064-4_Galabovo_4326
151,mound,50,396585.67694571655,4662686.854590829,K-35-064-4_Galabovo_4326
152,mound,50,409828.2127801005,4650528.339834765,K-35-064-4_Galabovo_4326
153,mound,50,412181.7806784211,4661136.394774017,K-35-064-4_Galabovo_4326
154,mound,50,426759.2595549247,4678382.722669078,K-35-065-1_Radetski_4326
155,mound,50,438110.9715779822,4680946.65219772,K-35-065-2_GManastir_4326
156,mound,50,436760.20793956844,4680126.521848042,K-35-065-1_Radetski_4326
157,mound,125,447636.8977889095,4673134.6214379,K-35-065-2_GManastir_4326
158,mound,50,451567.0390224618,4677748.235559715,K-35-065-2_GManastir_4326
159,mound,100,418504.55474623636,4658036.174173866,K-35-065-3_Glavan_4326
160,mound,50,428986.0103372202,4663283.78928519,K-35-065-3_Glavan_4326
161,mound,75,433208.5245736612,4665522.511577818,K-35-065-3_Glavan_4326
162,mound,50,435095.51366794115,4655873.008806828,K-35-065-3_Glavan_4326
163,mound,50,434290.6152740869,4655088.790731287,K-35-065-3_Glavan_4326
164,mound,50,434784.44708468096,4655174.426293194,K-35-065-3_Glavan_4326
165,mound,50,420561.8622105652,4656905.348051256,K-35-065-3_Glavan_4326
166,mound,100,460223.67537342635,4668697.565592001,K-35-066-1
167,mound,100,463951.1671329505,4684100.020290228,K-35-066-1
168,mound,50,464757.0408290785,4678017.68229532,K-35-066-1
169,mound,50,472048.1563382853,4678882.684914874,K-35-066-1
170,mound,75,472829.392025711,4679674.211627762,K-35-066-1
171,mound,50,476002.6912117663,4674950.547432017,K-35-066-1
172,mound,50,477267.35609806963,4677249.577973224,K-35-066-1
173,mound,150,488609.02207758324,4684368.461945772,K-35-066-2
174,mound,100,490149.17623171647,4678186.554532058,K-35-066-2
175,mound,50,478806.21679306455,4682091.56779189,K-35-066-1
176,mound,50,497913.93932200875,4679155.74515385,K-35-066-2
177,mound,75,471012.2756641945,4663668.633507753,K-35-066-3
178,mound,50,458802.0563623842,4653952.539063168,K-35-066-3
179,mound,75,488511.91021030536,4667444.485829235,K-35-066-4
180,mound,50,471765.5581236047,4662231.181064048,K-35-066-3
181,mound,50,463742.5226585639,4664380.9776635235,K-35-066-3
182,mound,50,476953.8682063625,4668298.022882192,K-35-066-1
183,mound,50,500424.16603118717,4685907.387316988,K-35-067-1
184,mound,50,512146.62137083686,4682725.577100538,K-35-067-1
185,mound,50,502336.8109317571,4685584.873673256,K-35-067-1
186,mound,50,502664.03794181964,4681940.272501512,K-35-067-1
187,mound,50,537025.4891938117,4678024.255449736,K-35-067-2
188,mound,50,528163.0337825208,4669567.55429439,K-35-067-2
189,mound,50,532850.608578343,4670108.30429974,K-35-067-2
190,mound,50,533428.8417133073,4677201.085103799,K-35-067-2
191,mound,50,501266.70989081793,4656331.552585202,K-35-067-3
192,mound,50,510032.21499985637,4664531.11805087,K-35-067-3
193,mound,75,516787.37647375104,4666770.74189507,K-35-067-3
194,mound,50,502327.5948588225,4661837.56518443,K-35-067-3
195,mound,50,530792.5703265485,4657524.708227453,K-35-067-4
196,mound,50,538147.5446331687,4660656.139579659,K-35-067-4
197,mound,50,530973.5839759739,4657455.1408255985,K-35-067-4
198,mound,50,302473.9991595439,4625872.734648609,K-35-074-3
199,mound,150,512391.4297989929,4675477.774304446,K-35-067-1
200,mound,50,335593.55075330945,4649843.665890825,K-35-075-1
201,mound,50,342400.61806327803,4651406.160372101,K-35-075-1
202,mound,50,347875.0299867385,4645356.758761241,K-35-075-1
203,mound,100,335478.69095445547,4649678.538115545,K-35-075-1
204,mound,50,350145.2283415084,4651154.133578406,K-35-075-1
205,mound,50,345833.8389682804,4651129.11908866,K-35-075-1
206,mound,50,338317.93997311965,4644686.7771534575,K-35-075-1
207,mound,50,370792.09849199164,4650580.602025092,K-35-075-2
208,mound,50,367621.7772233892,4646311.43284818,K-35-075-2
209,mound,50,362141.00595759676,4641978.566177576,K-35-075-2
210,mound,50,374879.76243034936,4639434.265306488,K-35-075-2
211,mound,50,369941.21484464407,4647388.670450493,K-35-075-2
212,mound,100,366332.58959350997,4649721.87010674,K-35-075-2
213,mound,50,334395.4826918878,4647092.396465078,K-35-075-1
214,mound,50,353866.2190142085,4627750.788698006,K-35-075-3
215,mound,50,385511.8064332153,4637588.483588287,K-35-076-1
216,mound,50,386890.81133678154,4650408.813942738,K-35-076-1
217,mound,75,387879.73742044345,4633835.029781407,K-35-076-1
218,mound,50,384994.0203053726,4648526.515625425,K-35-076-1
219,mound,125,395620.3129825921,4648283.935674935,K-35-076-1
220,mound,50,396964.9649095941,4643961.557926274,K-35-076-2
221,mound,50,397255.5145782819,4643813.8690134315,K-35-076-2
222,mound,50,396405.2549183027,4647536.5451764995,K-35-076-2
223,mound,50,396360.11538467905,4647360.497463327,K-35-076-2
224,mound,50,397625.9892252882,4647324.0793247,K-35-076-2
225,mound,50,397322.7849591067,4647018.876824234,K-35-076-2
226,mound,50,397614.8859184999,4646969.902729358,K-35-076-2
227,mound,50,404613.96594887757,4643865.451448247,K-35-076-2
228,mound,50,402702.1619785324,4647563.251559686,K-35-076-2
229,mound,50,404640.8138960752,4648128.949953099,K-35-076-2
230,mound,50,404565.3012926487,4647730.62610747,K-35-076-2
231,mound,50,405936.71896440064,4647133.115050967,K-35-076-2
232,mound,50,409721.4339235075,4649761.943159974,K-35-076-2
233,mound,50,407990.072057562,4649422.949867356,K-35-076-2
234,mound,50,408042.4284330273,4649075.648219754,K-35-076-2
235,mound,50,407333.12968497025,4649453.638394506,K-35-076-2
236,mound,50,412660.93330177286,4644813.980482765,K-35-076-2
237,mound,50,412595.1625223199,4644123.949615524,K-35-076-2
238,mound,50,377517.57689052867,4650637.055892599,K-35-076-1
239,mound,50,409867.9432603296,4648800.914707513,K-35-076-2
240,mound,50,410333.31486411457,4648619.56081098,K-35-076-2
241,mound,50,397553.06067961146,4645945.7288548425,K-35-076-2
242,mound,50,411992.0454759299,4648559.664417473,K-35-076-2
243,mound,50,411888.5965670293,4648097.583498988,K-35-076-2
244,mound,50,394954.48723030323,4641157.5858711805,K-35-076-1
245,mound,50,410343.553718654,4646909.362371114,K-35-076-2
246,mound,50,413729.33562593296,4648093.435414118,K-35-076-2
247,mound,50,414534.91856044746,4648092.829490237,K-35-076-2
248,mound,50,398102.8251125454,4643524.848633961,K-35-076-2
249,mound,50,399390.08115116,4643472.931751877,K-35-076-2
250,mound,50,415398.46841307974,4644393.131737611,K-35-076-2
251,mound,50,416479.288708541,4643915.396952004,K-35-076-2
252,mound,50,413283.66147441004,4649974.122213607,K-35-076-2
253,mound,50,413694.5073187466,4649745.8312988905,K-35-076-2
254,mound,50,413912.26715623337,4649587.1635012,K-35-076-2
255,mound,50,398237.62301973556,4646791.960960122,K-35-076-2
256,mound,50,398932.7630816722,4646328.080765796,K-35-076-2
257,mound,50,398142.5537252118,4646179.197155009,K-35-076-2
258,mound,50,399888.1690976688,4644012.349025295,K-35-076-2
259,mound,50,414914.9601664497,4648141.67546048,K-35-076-2
260,mound,50,415321.5235798368,4648191.705689116,K-35-076-2
261,mound,50,400606.4921770625,4643149.310344997,K-35-076-2
262,mound,50,400678.18428790517,4643101.333099757,K-35-076-2
263,mound,50,400503.79361411,4648403.528885528,K-35-076-2
264,mound,150,393995.45547853276,4634567.306335055,K-35-076-1
265,mound,50,401637.1881438065,4615082.873377882,K-35-076-4
266,mound,75,377934.3189306939,4629844.516831126,K-35-076-3
267,mound,100,401076.7917029981,4630123.832852522,K-35-076-4
268,mound,50,418396.4960238573,4633967.2558881575,K-35-077-1
269,mound,50,399373.0598462536,4618122.944159527,K-35-076-4
270,mound,50,417282.9548753721,4636355.636292756,K-35-077-1
271,mound,50,428432.2348498495,4642673.8002411835,K-35-077-1
272,mound,50,433117.0889256737,4644849.613849892,K-35-077-1
273,mound,50,436543.4987482477,4635110.838980169,K-35-077-1
274,mound,50,437256.7207906621,4644294.256193921,K-35-077-1
275,mound,50,438299.30782840744,4642773.095142674,K-35-077-2
276,mound,50,438710.4432344909,4634529.399734234,K-35-077-2
277,mound,50,439192.54200869164,4640384.256389651,K-35-077-2
278,mound,50,444870.4966636764,4634620.9069679,K-35-077-2
279,mound,50,438527.75147445063,4634901.79487172,K-35-077-2
280,mound,50,443756.98635234724,4643247.679224824,K-35-077-2
281,mound,50,438168.5872224325,4643981.519229799,K-35-077-2
282,mound,50,437966.6236393319,4643270.642885483,K-35-077-2
283,mound,50,437882.0801408593,4643193.71089908,K-35-077-2
284,mound,50,443927.65976463846,4635343.7482568445,K-35-077-2
285,mound,50,443940.5134319306,4634516.092542949,K-35-077-2
286,mound,50,442751.5507764906,4634466.438149408,K-35-077-2
287,mound,75,449660.72120548936,4632057.956717782,K-35-077-2
288,mound,50,449473.4270633895,4632221.462025722,K-35-077-2
289,mound,50,445999.0476792916,4631961.05344064,K-35-077-2
290,mound,100,453568.75157100824,4633058.035086238,K-35-077-2
291,mound,50,453587.3967784649,4632982.690040517,K-35-077-2
292,mound,50,446642.4621838176,4634847.212660592,K-35-077-2
293,mound,50,449612.9823560473,4632058.515923261,K-35-077-2
294,mound,50,452139.9647818182,4631679.184036146,K-35-077-2
295,mound,50,425756.2688471523,4624699.963585111,K-35-077-3
296,mound,50,425669.36654267873,4624629.765418389,K-35-077-3
297,mound,50,425902.4385920204,4628671.986922215,K-35-077-3
298,mound,50,426625.0121444201,4628536.126590539,K-35-077-3
299,mound,50,440720.6009559982,4634119.738046183,K-35-077-2
300,mound,50,439874.001867719,4633939.680798832,K-35-077-2
301,mound,50,424087.07405892544,4624533.541694504,K-35-077-3
302,mound,50,425268.35856386303,4620737.113840352,K-35-077-3
303,mound,50,424403.6066121116,4620661.288669682,K-35-077-3
304,mound,50,425215.18773135403,4620851.482590793,K-35-077-3
305,mound,50,440074.985005167,4632533.676108518,K-35-077-2
306,mound,50,446584.3358807515,4630517.885297219,K-35-077-4
307,mound,50,420521.8202365821,4616684.9208886465,K-35-077-3
308,mound,50,442553.18289656733,4622988.640883221,K-35-077-4
309,mound,150,450949.1989711416,4630505.084869056,K-35-077-4
310,mound,50,437344.727359379,4719375.091098976,K-35-053-1
311,mound,50,512888.02366582846,4710294.961604647,K-35-055-1
312,mound,50,325226.56053280365,4658389.594758909,K-35-062-4_Asenovgrad_4326
313,mound,50,380757.23750285315,4674440.976645757,K-35-064-1_Sredets_4326
314,mound,125,414540.4669371967,4676725.139511772,K-35-064-2_Radnevo_4326
315,mound,75,516892.26175010117,4667179.073995258,K-35-067-3
316,mound,50,338796.8782130202,4644957.511204619,K-35-075-1
317,mound,125,398249.4999657488,4646899.716467193,K-35-076-2
318,mound,50,416931.9722694679,4632096.983221462,K-35-077-1
319,mound,50,435348.01896019035,4649877.294134155,K-35-077-1
320,mound,50,381118.87896424095,4688531.030684632,K-35-052-3
321,mound,75,375317.2265575996,4662300.705672138,K-35-063-4_Skobelevo_4326
322,mound,100,458056.85337343975,4659829.820403496,K-35-065-4
323,mound,50,336290.21963168395,4696958.06313015,K-35-051-3
324,mound,75,341721.9153214452,4696087.341843923,K-35-051-3
325,mound,50,360793.84899455425,4701050.738545369,K-35-051-4
326,mound,50,395286.1512784786,4694105.102890314,K-35-052-3
327,mound,150,381703.0675263531,4696041.952277134,K-35-052-3
328,mound,50,457770.7204287829,4712063.668776312,K-35-053-2
329,mound,50,456661.2942823143,4693737.100194244,K-35-053-4_Boyadzhik
330,mound,50,450822.76592343085,4703814.822595004,K-35-053-4_Boyadzhik
331,mound,50,478793.99378349906,4721281.480426931,K-35-054-1_Straldzha_4326
332,mound,50,465588.89695693186,4715822.698315332,K-35-054-1_Straldzha_4326
333,mound,50,484717.66478618386,4710582.77591911,K-35-054-2_Atolov_4326
334,mound,50,481139.9886502434,4722071.458522251,K-35-054-2_Atolov_4326
335,mound,150,488677.6029353978,4705294.505529053,K-35-054-2_Atolov_4326
336,mound,50,486291.4080294416,4713522.839982312,K-35-054-2_Atolov_4326
337,mound,50,491794.57644783764,4718736.849628665,K-35-054-2_Atolov_4326
338,mound,50,492754.0557222359,4722160.824195576,K-35-054-2_Atolov_4326
339,mound,50,482805.27138793765,4716878.477690535,K-35-054-2_Atolov_4326
340,mound,50,486218.7166743732,4703078.712812742,K-35-054-4_Voynika
341,mound,50,476329.5738079207,4696511.2176741185,K-35-054-3_Yambol
342,mound,75,465555.49984767445,4707202.069579521,K-35-054-1_Straldzha_4326
343,mound,50,495974.4174418115,4691710.25773082,K-35-054-4_Voynika
344,mound,50,517733.6164794413,4706951.811744794,K-35-055-1
345,mound,50,525861.4043279083,4714087.270157969,K-35-055-2
346,mound,50,522185.68830620265,4716961.366837057,K-35-055-2
347,mound,50,482829.98100861936,4723113.0851626545,K-35-054-2_Atolov_4326
348,mound,50,535579.8132792034,4692431.415869057,K-35-055-4
349,mound,50,321984.5049544693,4658702.266428061,K-35-062-4_Asenovgrad_4326
350,mound,75,319163.79136037955,4667319.376345948,K-35-062-4_Asenovgrad_4326
351,mound,50,544914.7360286573,4698767.253198382,K-35-056-3
352,mound,50,347227.88615038974,4684890.043809734,K-35-063-1_Granit_4326
353,mound,50,347829.9684767863,4670467.718531778,K-35-063-1_Granit_4326
354,mound,50,346109.76802295423,4672360.7435319135,K-35-063-1_Granit_4326
355,mound,50,369428.7790401231,4678478.143348718,K-35-063-2_Chirpan_4326
356,mound,50,371028.46432790393,4680059.864957204,K-35-063-2_Chirpan_4326
357,mound,125,359924.65340682573,4676706.751571729,K-35-063-2_Chirpan_4326
358,mound,50,347507.4993233548,4669800.484904986,K-35-063-3_Tatarevo_4326
359,mound,50,361033.84986320086,4671490.491834101,K-35-063-2_Chirpan_4326
360,mound,50,338225.15621010296,4660281.298713207,K-35-063-3_Tatarevo_4326
361,mound,50,337063.7229049583,4668740.342605582,K-35-063-3_Tatarevo_4326
362,mound,75,376962.59978999046,4686635.2030640105,K-35-064-1_Sredets_4326
363,mound,50,388258.20656706527,4672096.465976533,K-35-064-1_Sredets_4326
364,mound,50,377176.76814812183,4678568.9883249225,K-35-064-1_Sredets_4326
365,mound,50,389193.08490803605,4678611.575162824,K-35-064-1_Sredets_4326
366,mound,50,385790.3037016398,4677545.892204956,K-35-064-1_Sredets_4326
367,mound,50,344435.91144320444,4683223.046814949,K-35-063-1_Granit_4326
368,mound,75,344520.9663093391,4682655.7274012165,K-35-063-1_Granit_4326
369,mound,150,404724.3047277498,4665292.794546254,K-35-064-4_Galabovo_4326
370,mound,50,399894.5406366164,4654811.00148701,K-35-064-4_Galabovo_4326
371,mound,75,409794.2732970227,4650529.993089026,K-35-064-4_Galabovo_4326
372,mound,50,473667.94530296564,4679946.535260757,K-35-066-1
373,mound,50,485483.9146354536,4684920.416536843,K-35-066-2
374,mound,50,482672.5858009835,4675215.187100513,K-35-066-2
375,mound,150,482534.75386577577,4683201.980531297,K-35-066-2
376,mound,75,477236.234955477,4663629.797832786,K-35-066-3
377,mound,50,528917.1281469904,4683489.550466642,K-35-067-2
378,mound,50,462645.77899146825,4685053.285614514,K-35-066-1
379,mound,50,534629.2906124118,4671516.571895584,K-35-067-2
380,mound,150,516475.21291072085,4664322.4657436535,K-35-067-3
381,mound,50,513134.65385710436,4664880.22314974,K-35-067-3
382,mound,50,503503.5446340675,4664589.293460652,K-35-067-3
383,mound,50,513627.16499556386,4664554.389955234,K-35-067-3
384,mound,50,528636.890789273,4658913.661736282,K-35-067-4
385,mound,75,528605.0549204119,4663099.026655542,K-35-067-4
386,mound,50,537796.8076540703,4658881.687827713,K-35-067-4
387,mound,50,373036.0274979846,4632569.101552576,K-35-075-2
388,mound,50,359425.20588182774,4637061.521405264,K-35-075-2
389,mound,50,363589.0654919867,4632147.107462189,K-35-075-4
390,mound,50,383390.1197896393,4650371.67238646,K-35-076-1
391,mound,50,403555.2763711107,4643666.081626188,K-35-076-2
392,mound,50,404620.603644665,4647147.125064442,K-35-076-2
393,mound,100,414891.0835525195,4633440.079030659,K-35-076-2
394,mound,50,388875.9978818048,4624600.327771242,K-35-076-3
395,mound,75,414663.163413402,4623993.435727276,K-35-076-4
396,mound,50,431048.22126363905,4632188.036786323,K-35-077-1
397,mound,50,434305.8462955358,4640950.256344655,K-35-077-1
398,mound,50,424921.89218743413,4628989.291145401,K-35-077-3
399,mound,75,425779.71583379677,4624729.885394438,K-35-077-3
