order_index,tile_name,map_name,tier,verdict,mark_index,x_px,y_px,x_world,y_world,symbol,note,reviewed_at,pass_id
28,K-35-077-3_x2688_y1344.png,K-35-077-3,10pct,no_mounds,0,,,,,,,2026-09-01T03:11:40.463607+00:00,20260901T031140463621
29,K-35-076-3_x3360_y336.png,K-35-076-3,10pct,no_mounds,0,,,,,,,2026-09-01T03:11:51.731470+00:00,20260901T031151731483
30,K-35-053-4_Boyadzhik_x2688_y1344.png,K-35-053-4_Boyadzhik,10pct,no_mounds,0,,,,,,,2026-09-01T03:11:55.048973+00:00,20260901T031155048985
31,K-35-065-3_Glavan_4326_x3024_y1008.png,K-35-065-3_Glavan_4326,10pct,no_mounds,0,,,,,,,2026-09-01T03:14:06.043062+00:00,20260901T031406043073
32,K-35-074-4_x3024_y3696.png,K-35-074-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:14:09.634590+00:00,20260901T031409634604
33,K-35-075-4_x2016_y3696.png,K-35-075-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:14:11.874148+00:00,20260901T031411874168
34,K-35-076-4_x3696_y1680.png,K-35-076-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:14:28.472894+00:00,20260901T031428472906
35,K-35-077-3_x672_y3024.png,K-35-077-3,10pct,no_mounds,0,,,,,,,2026-09-01T03:14:45.672396+00:00,20260901T031445672410
36,K-35-054-2_Atolov_4326_x1008_y336.png,K-35-054-2_Atolov_4326,10pct,no_mounds,0,,,,,,,2026-09-01T03:15:05.074884+00:00,20260901T031505074897
37,K-35-055-3_x336_y0.png,K-35-055-3,10pct,no_mounds,0,,,,,,,2026-09-01T03:15:16.416159+00:00,20260901T031516416173
38,K-35-054-3_Yambol_x3024_y0.png,K-35-054-3_Yambol,10pct,no_mounds,0,,,,,,,2026-09-01T03:15:25.585233+00:00,20260901T031525585244
39,K-35-055-3_x2688_y672.png,K-35-055-3,10pct,no_mounds,0,,,,,,,2026-09-01T03:15:38.886622+00:00,20260901T031538886638
40,K-35-075-4_x1680_y1008.png,K-35-075-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:28:20.348283+00:00,20260901T032820348304
41,K-35-065-1_Radetski_4326_x4032_y2016.png,K-35-065-1_Radetski_4326,10pct,no_mounds,0,,,,,,,2026-09-01T03:28:25.659294+00:00,20260901T032825659316
42,K-35-055-2_x3696_y3024.png,K-35-055-2,10pct,no_mounds,0,,,,,,,2026-09-01T03:28:32.992035+00:00,20260901T032832992047
43,K-35-055-4_x336_y336.png,K-35-055-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:28:37.810367+00:00,20260901T032837810383
44,K-35-077-4_x2016_y3696.png,K-35-077-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:28:39.895719+00:00,20260901T032839895731
45,K-35-052-3_x0_y672.png,K-35-052-3,10pct,no_mounds,0,,,,,,,2026-09-01T03:28:59.169729+00:00,20260901T032859169743
46,K-35-074-1_x1344_y1344.png,K-35-074-1,10pct,no_mounds,0,,,,,,,2026-09-01T03:29:08.253875+00:00,20260901T032908253887
46,K-35-074-1_x1344_y1344.png,K-35-074-1,10pct,no_mounds,0,,,,,,,2026-09-01T03:29:21.584149+00:00,20260901T032921584161
47,K-35-074-2_x2352_y2688.png,K-35-074-2,10pct,no_mounds,0,,,,,,,2026-09-01T03:29:48.190045+00:00,20260901T032948190061
48,K-35-053-1_x1680_y1008.png,K-35-053-1,10pct,no_mounds,0,,,,,,,2026-09-01T03:30:14.571933+00:00,20260901T033014571943
49,K-35-064-3_Dimitrovgrad_4326_x1680_y3696.png,K-35-064-3_Dimitrovgrad_4326,10pct,no_mounds,0,,,,,,,2026-09-01T03:30:17.991303+00:00,20260901T033017991315
50,K-35-064-2_Radnevo_4326_x336_y2688.png,K-35-064-2_Radnevo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T03:30:34.197611+00:00,20260901T033034197622
51,K-35-076-3_x2352_y3024.png,K-35-076-3,10pct,no_mounds,0,,,,,,,2026-09-01T03:36:40.296714+00:00,20260901T033640296725
52,K-35-054-4_Voynika_x336_y0.png,K-35-054-4_Voynika,10pct,no_mounds,0,,,,,,,2026-09-01T03:36:45.557565+00:00,20260901T033645557579
53,K-35-054-3_Yambol_x4032_y2688.png,K-35-054-3_Yambol,10pct,no_mounds,0,,,,,,,2026-09-01T03:36:47.147133+00:00,20260901T033647147145
53,K-35-054-3_Yambol_x4032_y2688.png,K-35-054-3_Yambol,10pct,no_mounds,0,,,,,,,2026-09-01T03:36:51.883170+00:00,20260901T033651883183
54,K-35-076-4_x2688_y2688.png,K-35-076-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:37:18.405183+00:00,20260901T033718405196
55,K-35-065-4_x2352_y0.png,K-35-065-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:37:28.451128+00:00,20260901T033728451141
56,K-35-055-1_x336_y672.png,K-35-055-1,10pct,no_mounds,0,,,,,,,2026-09-01T03:37:44.634089+00:00,20260901T033744634101
57,K-35-055-4_x4032_y2352.png,K-35-055-4,10pct,no_mounds,0,,,,,,,2026-09-01T03:37:48.341624+00:00,20260901T033748341636
58,K-35-074-1_x2016_y1344.png,K-35-074-1,10pct,no_mounds,0,,,,,,,2026-09-01T03:38:06.202190+00:00,20260901T033806202208
59,K-35-065-3_Glavan_4326_x3360_y336.png,K-35-065-3_Glavan_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:18:16.144402+00:00,20260901T051816144416
60,K-35-064-2_Radnevo_4326_x2688_y2688.png,K-35-064-2_Radnevo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:18:31.961716+00:00,20260901T051831961728
61,K-35-067-1_x0_y2016.png,K-35-067-1,10pct,no_mounds,0,,,,,,,2026-09-01T05:18:44.027331+00:00,20260901T051844027343
62,K-35-063-4_Skobelevo_4326_x1008_y3696.png,K-35-063-4_Skobelevo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:18:46.068309+00:00,20260901T051846068321
63,K-35-062-4_Asenovgrad_4326_x1344_y3360.png,K-35-062-4_Asenovgrad_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:19:18.638018+00:00,20260901T051918638034
64,K-35-053-2_x2352_y0.png,K-35-053-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:19:33.602149+00:00,20260901T051933602163
65,K-35-063-4_Skobelevo_4326_x2016_y672.png,K-35-063-4_Skobelevo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:19:49.513393+00:00,20260901T051949513408
66,K-35-077-3_x3360_y1344.png,K-35-077-3,10pct,no_mounds,0,,,,,,,2026-09-01T05:20:12.146056+00:00,20260901T052012146076
67,K-35-054-3_Yambol_x3360_y336.png,K-35-054-3_Yambol,10pct,no_mounds,0,,,,,,,2026-09-01T05:20:21.205543+00:00,20260901T052021205557
68,K-35-076-4_x3024_y2688.png,K-35-076-4,10pct,no_mounds,0,,,,,,,2026-09-01T05:20:25.516752+00:00,20260901T052025516762
69,K-35-055-1_x2016_y336.png,K-35-055-1,10pct,no_mounds,0,,,,,,,2026-09-01T05:20:29.195345+00:00,20260901T052029195357
70,K-35-077-1_x1344_y336.png,K-35-077-1,10pct,no_mounds,0,,,,,,,2026-09-01T05:20:43.378406+00:00,20260901T052043378420
71,K-35-056-3_x2688_y3696.png,K-35-056-3,10pct,no_mounds,0,,,,,,,2026-09-01T05:20:44.845346+00:00,20260901T052044845358
72,K-35-066-4_x1344_y1344.png,K-35-066-4,10pct,no_mounds,0,,,,,,,2026-09-01T05:20:53.034095+00:00,20260901T052053034108
73,K-35-075-1_x4032_y672.png,K-35-075-1,10pct,no_mounds,0,,,,,,,2026-09-01T05:20:58.740062+00:00,20260901T052058740075
74,K-35-076-1_x0_y1344.png,K-35-076-1,10pct,no_mounds,0,,,,,,,2026-09-01T05:45:00.112301+00:00,20260901T054500112314
75,K-35-074-4_x1008_y1344.png,K-35-074-4,10pct,no_mounds,0,,,,,,,2026-09-01T05:45:18.467988+00:00,20260901T054518468000
76,K-35-055-4_x4032_y0.png,K-35-055-4,10pct,no_mounds,0,,,,,,,2026-09-01T05:45:19.863071+00:00,20260901T054519863086
77,K-35-076-2_x336_y2352.png,K-35-076-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:45:29.167538+00:00,20260901T054529167551
78,K-35-074-2_x3360_y2016.png,K-35-074-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:47:06.050804+00:00,20260901T054706050816
79,K-35-074-1_x0_y0.png,K-35-074-1,10pct,no_mounds,0,,,,,,,2026-09-01T05:47:15.807727+00:00,20260901T054715807739
80,K-35-064-4_Galabovo_4326_x1008_y2016.png,K-35-064-4_Galabovo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:47:29.517759+00:00,20260901T054729517773
81,K-35-052-2_x4032_y336.png,K-35-052-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:47:34.094629+00:00,20260901T054734094641
82,K-35-067-2_x2688_y1008.png,K-35-067-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:47:46.462796+00:00,20260901T054746462808
83,K-35-067-1_x2016_y3696.png,K-35-067-1,10pct,no_mounds,0,,,,,,,2026-09-01T05:47:47.612220+00:00,20260901T054747612232
84,K-35-067-4_x2016_y0.png,K-35-067-4,10pct,no_mounds,0,,,,,,,2026-09-01T05:48:01.474015+00:00,20260901T054801474028
85,K-35-077-3_x3360_y3024.png,K-35-077-3,10pct,no_mounds,0,,,,,,,2026-09-01T05:48:08.913288+00:00,20260901T054808913301
86,K-35-077-3_x1008_y1680.png,K-35-077-3,10pct,no_mounds,0,,,,,,,2026-09-01T05:48:27.090822+00:00,20260901T054827090832
87,K-35-067-2_x336_y3024.png,K-35-067-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:48:41.241470+00:00,20260901T054841241483
88,K-35-075-3_x1344_y336.png,K-35-075-3,10pct,no_mounds,0,,,,,,,2026-09-01T05:48:58.582742+00:00,20260901T054858582754
89,K-35-074-2_x672_y2016.png,K-35-074-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:51:02.603696+00:00,20260901T055102603712
90,K-35-074-2_x2688_y2352.png,K-35-074-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:51:26.081359+00:00,20260901T055126081371
91,K-35-064-1_Sredets_4326_x3696_y2688.png,K-35-064-1_Sredets_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:51:35.789908+00:00,20260901T055135789922
92,K-35-076-3_x2016_y3024.png,K-35-076-3,10pct,no_mounds,0,,,,,,,2026-09-01T05:52:18.988416+00:00,20260901T055218988444
93,K-35-064-3_Dimitrovgrad_4326_x4032_y3024.png,K-35-064-3_Dimitrovgrad_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:52:23.399716+00:00,20260901T055223399730
94,K-35-063-3_Tatarevo_4326_x1680_y2016.png,K-35-063-3_Tatarevo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:52:27.633822+00:00,20260901T055227633834
95,K-35-052-2_x0_y336.png,K-35-052-2,10pct,no_mounds,0,,,,,,,2026-09-01T05:52:40.127822+00:00,20260901T055240127834
96,K-35-053-1_x672_y2352.png,K-35-053-1,10pct,no_mounds,0,,,,,,,2026-09-01T05:53:09.866339+00:00,20260901T055309866352
97,K-35-051-4_x336_y0.png,K-35-051-4,10pct,no_mounds,0,,,,,,,2026-09-01T05:53:24.686199+00:00,20260901T055324686212
98,K-35-065-3_Glavan_4326_x1680_y1344.png,K-35-065-3_Glavan_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:53:48.888036+00:00,20260901T055348888049
99,K-35-065-2_GManastir_4326_x2352_y336.png,K-35-065-2_GManastir_4326,10pct,no_mounds,0,,,,,,,2026-09-01T05:54:11.678716+00:00,20260901T055411678729
100,K-35-074-3_x3360_y1680.png,K-35-074-3,10pct,no_mounds,0,,,,,,,2026-09-01T06:03:21.300244+00:00,20260901T060321300256
101,K-35-066-1_x2688_y2688.png,K-35-066-1,10pct,no_mounds,0,,,,,,,2026-09-01T06:03:25.956536+00:00,20260901T060325956551
102,K-35-077-4_x0_y3024.png,K-35-077-4,10pct,no_mounds,0,,,,,,,2026-09-01T06:03:30.803024+00:00,20260901T060330803041
103,K-35-065-4_x3360_y336.png,K-35-065-4,10pct,no_mounds,0,,,,,,,2026-09-01T06:05:03.564663+00:00,20260901T060503564688
104,K-35-075-4_x1344_y2352.png,K-35-075-4,10pct,no_mounds,0,,,,,,,2026-09-01T06:05:37.962291+00:00,20260901T060537962302
105,K-35-074-3_x0_y3024.png,K-35-074-3,10pct,no_mounds,0,,,,,,,2026-09-01T06:06:25.569105+00:00,20260901T060625569122
106,K-35-063-2_Chirpan_4326_x1008_y2016.png,K-35-063-2_Chirpan_4326,10pct,no_mounds,0,,,,,,,2026-09-01T06:06:34.002931+00:00,20260901T060634002941
107,K-35-075-2_x1008_y672.png,K-35-075-2,10pct,no_mounds,0,,,,,,,2026-09-01T06:06:50.510158+00:00,20260901T060650510170
108,K-35-062-4_Asenovgrad_4326_x2016_y1008.png,K-35-062-4_Asenovgrad_4326,10pct,no_mounds,0,,,,,,,2026-09-01T06:08:13.839674+00:00,20260901T060813839687
109,K-35-067-1_x336_y1344.png,K-35-067-1,10pct,no_mounds,0,,,,,,,2026-09-01T06:08:23.267979+00:00,20260901T060823267992
110,K-35-066-4_x2352_y3024.png,K-35-066-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:42:08.554913+00:00,20260901T084208554931
111,K-35-077-4_x2016_y1680.png,K-35-077-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:42:16.798453+00:00,20260901T084216798465
112,K-35-055-4_x4032_y3360.png,K-35-055-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:42:19.361961+00:00,20260901T084219361973
113,K-35-077-3_x0_y2016.png,K-35-077-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:42:27.099306+00:00,20260901T084227099324
114,K-35-076-4_x0_y672.png,K-35-076-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:42:38.736447+00:00,20260901T084238736462
115,K-35-077-2_x2352_y1008.png,K-35-077-2,10pct,no_mounds,0,,,,,,,2026-09-01T08:42:49.187951+00:00,20260901T084249187963
116,K-35-077-4_x4032_y1680.png,K-35-077-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:42:51.167555+00:00,20260901T084251167568
117,K-35-067-3_x4032_y2352.png,K-35-067-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:42:53.513768+00:00,20260901T084253513780
118,K-35-067-2_x2688_y336.png,K-35-067-2,10pct,no_mounds,0,,,,,,,2026-09-01T08:43:01.532414+00:00,20260901T084301532428
119,K-35-053-4_Boyadzhik_x3024_y2352.png,K-35-053-4_Boyadzhik,10pct,no_mounds,0,,,,,,,2026-09-01T08:43:09.088653+00:00,20260901T084309088693
120,K-35-075-3_x1680_y3360.png,K-35-075-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:43:28.797965+00:00,20260901T084328797977
121,K-35-065-1_Radetski_4326_x3024_y1680.png,K-35-065-1_Radetski_4326,10pct,no_mounds,0,,,,,,,2026-09-01T08:43:44.183179+00:00,20260901T084344183208
122,K-35-063-4_Skobelevo_4326_x336_y3360.png,K-35-063-4_Skobelevo_4326,10pct,mound,0,382.0,244.0,358176.83,4651904.61,Hairy brown circle,,2026-09-01T08:46:48.415652+00:00,20260901T084648415665
123,K-35-076-2_x3696_y1344.png,K-35-076-2,10pct,no_mounds,0,,,,,,,2026-09-01T08:47:26.087621+00:00,20260901T084726087638
124,K-35-066-4_x1344_y2688.png,K-35-066-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:48:20.047931+00:00,20260901T084820047943
125,K-35-062-4_Asenovgrad_4326_x2688_y336.png,K-35-062-4_Asenovgrad_4326,10pct,no_mounds,0,,,,,,,2026-09-01T08:48:28.834037+00:00,20260901T084828834057
126,K-35-066-3_x2688_y2352.png,K-35-066-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:48:38.554523+00:00,20260901T084838554536
127,K-35-074-1_x336_y3696.png,K-35-074-1,10pct,no_mounds,0,,,,,,,2026-09-01T08:48:41.069794+00:00,20260901T084841069807
128,K-35-066-1_x1008_y2352.png,K-35-066-1,10pct,no_mounds,0,,,,,,,2026-09-01T08:48:58.085798+00:00,20260901T084858085830
129,K-35-051-4_x2688_y672.png,K-35-051-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:15.094970+00:00,20260901T084915094982
130,K-35-066-4_x4032_y672.png,K-35-066-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:17.615288+00:00,20260901T084917615301
131,K-35-064-1_Sredets_4326_x3696_y336.png,K-35-064-1_Sredets_4326,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:24.083357+00:00,20260901T084924083374
132,K-35-074-2_x1680_y3696.png,K-35-074-2,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:25.901481+00:00,20260901T084925901492
133,K-35-066-3_x4032_y2016.png,K-35-066-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:30.658440+00:00,20260901T084930658452
134,K-35-064-4_Galabovo_4326_x336_y3696.png,K-35-064-4_Galabovo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:34.587467+00:00,20260901T084934587481
135,K-35-064-4_Galabovo_4326_x2352_y2016.png,K-35-064-4_Galabovo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:47.338488+00:00,20260901T084947338503
136,K-35-054-2_Atolov_4326_x4032_y1344.png,K-35-054-2_Atolov_4326,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:49.657753+00:00,20260901T084949657765
137,K-35-042-3_x4032_y3024.png,K-35-042-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:49:53.147142+00:00,20260901T084953147155
138,K-35-076-3_x0_y1680.png,K-35-076-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:50:15.084165+00:00,20260901T085015084179
139,K-35-076-3_x3360_y1680.png,K-35-076-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:50:35.492289+00:00,20260901T085035492304
140,K-35-076-2_x2352_y3696.png,K-35-076-2,10pct,no_mounds,0,,,,,,,2026-09-01T08:50:39.134785+00:00,20260901T085039134799
141,K-35-066-2_x2352_y2352.png,K-35-066-2,10pct,no_mounds,0,,,,,,,2026-09-01T08:50:56.675724+00:00,20260901T085056675739
142,K-35-077-4_x4032_y3024.png,K-35-077-4,10pct,no_mounds,0,,,,,,,2026-09-01T08:50:59.045471+00:00,20260901T085059045483
143,K-35-074-3_x3696_y2016.png,K-35-074-3,10pct,no_mounds,0,,,,,,,2026-09-01T08:51:12.265657+00:00,20260901T085112265685
144,K-35-077-2_x1680_y1008.png,K-35-077-2,10pct,mound,0,259.5,138.5,447353.85,4644234.84,Hairy brown circle,,2026-09-01T08:52:23.124918+00:00,20260901T085223124931
145,K-35-064-1_Sredets_4326_x1344_y336.png,K-35-064-1_Sredets_4326,10pct,no_mounds,0,,,,,,,2026-09-01T08:52:48.163615+00:00,20260901T085248163627
146,K-35-051-3_x1008_y1344.png,K-35-051-3,10pct,mound,0,37.8,335.2,340338.46,4698772.57,Hairy brown circle,,2026-09-01T08:54:32.453972+00:00,20260901T085432453985
147,K-35-063-3_Tatarevo_4326_x2016_y1680.png,K-35-063-3_Tatarevo_4326,10pct,no_mounds,0,,,,,,,2026-09-01T09:17:30.500483+00:00,20260901T091730500503
148,K-35-055-1_x672_y336.png,K-35-055-1,10pct,no_mounds,0,,,,,,,2026-09-01T09:17:50.666047+00:00,20260901T091750666073
149,K-35-065-2_GManastir_4326_x3696_y1344.png,K-35-065-2_GManastir_4326,10pct,no_mounds,0,,,,,,,2026-09-01T09:17:57.516895+00:00,20260901T091757516906
150,K-35-063-1_Granit_4326_x3360_y1680.png,K-35-063-1_Granit_4326,10pct,no_mounds,0,,,,,,,2026-09-01T09:18:04.718120+00:00,20260901T091804718129
151,K-35-075-3_x2688_y2016.png,K-35-075-3,10pct,no_mounds,0,,,,,,,2026-09-01T09:18:36.652240+00:00,20260901T091836652252
152,K-35-074-4_x4032_y336.png,K-35-074-4,10pct,no_mounds,0,,,,,,,2026-09-01T09:18:44.059519+00:00,20260901T091844059531
153,K-35-042-3_x3360_y1344.png,K-35-042-3,10pct,no_mounds,0,,,,,,,2026-09-01T09:19:09.920724+00:00,20260901T091909920750
154,K-35-054-4_Voynika_x2016_y3360.png,K-35-054-4_Voynika,10pct,no_mounds,0,,,,,,,2026-09-01T09:19:29.441116+00:00,20260901T091929441126
155,K-35-052-2_x0_y672.png,K-35-052-2,10pct,no_mounds,0,,,,,,,2026-09-01T09:25:10.655230+00:00,20260901T092510655242
156,K-35-055-3_x672_y672.png,K-35-055-3,10pct,no_mounds,0,,,,,,,2026-09-01T09:25:18.393917+00:00,20260901T092518393933
157,K-35-075-1_x3696_y3024.png,K-35-075-1,10pct,no_mounds,0,,,,,,,2026-09-01T09:25:50.185090+00:00,20260901T092550185102
158,K-35-065-1_Radetski_4326_x0_y3360.png,K-35-065-1_Radetski_4326,10pct,no_mounds,0,,,,,,,2026-09-01T09:26:12.406146+00:00,20260901T092612406160
159,K-35-066-2_x4032_y2688.png,K-35-066-2,10pct,no_mounds,0,,,,,,,2026-09-01T09:26:18.464511+00:00,20260901T092618464526
160,K-35-067-1_x2016_y1008.png,K-35-067-1,10pct,no_mounds,0,,,,,,,2026-09-01T09:31:30.446434+00:00,20260901T093130446447
161,K-35-075-2_x3696_y1344.png,K-35-075-2,10pct,no_mounds,0,,,,,,,2026-09-01T09:31:45.135301+00:00,20260901T093145135312
162,K-35-055-4_x4032_y672.png,K-35-055-4,10pct,no_mounds,0,,,,,,,2026-09-01T09:31:46.483117+00:00,20260901T093146483132
163,K-35-075-4_x2016_y1344.png,K-35-075-4,10pct,no_mounds,0,,,,,,,2026-09-01T09:32:14.110433+00:00,20260901T093214110446
164,K-35-067-2_x4032_y3360.png,K-35-067-2,10pct,no_mounds,0,,,,,,,2026-09-01T09:32:19.383817+00:00,20260901T093219383831
165,K-35-062-4_Asenovgrad_4326_x0_y3696.png,K-35-062-4_Asenovgrad_4326,10pct,no_mounds,0,,,,,,,2026-09-01T09:32:24.184435+00:00,20260901T093224184447
166,K-35-067-1_x336_y2352.png,K-35-067-1,10pct,no_mounds,0,,,,,,,2026-09-01T11:57:59.040390+00:00,20260901T115759040407
167,K-35-056-3_x2688_y1680.png,K-35-056-3,10pct,no_mounds,0,,,,,,,2026-09-01T11:58:06.822533+00:00,20260901T115806822545
168,K-35-054-2_Atolov_4326_x3024_y3024.png,K-35-054-2_Atolov_4326,10pct,no_mounds,0,,,,,,,2026-09-01T11:58:22.652841+00:00,20260901T115822652851
169,K-35-054-1_Straldzha_4326_x3696_y3696.png,K-35-054-1_Straldzha_4326,10pct,no_mounds,0,,,,,,,2026-09-01T11:58:25.798661+00:00,20260901T115825798683
170,K-35-065-4_x2352_y336.png,K-35-065-4,10pct,no_mounds,0,,,,,,,2026-09-01T11:58:51.830961+00:00,20260901T115851830974
171,K-35-075-3_x1008_y0.png,K-35-075-3,10pct,no_mounds,0,,,,,,,2026-09-01T11:59:12.789775+00:00,20260901T115912789788
172,K-35-066-1_x2352_y2688.png,K-35-066-1,10pct,no_mounds,0,,,,,,,2026-09-01T11:59:16.099561+00:00,20260901T115916099573
