candidate_id,x,y,map_name,symbol_type,confidence_grade,position_source,provenance,nearest_student_m
202,347878.07,4645353.788,K-35-075-1,burial_mound,directly_reviewed,own_mark,model_detection,230.8
206,338323.569,4644685.287,K-35-075-1,burial_mound,directly_reviewed,own_mark,model_detection,553.88
208,367621.031,4646310.681,K-35-075-2,burial_mound,directly_reviewed,own_mark,model_detection,659.75
209,362137.446,4641980.39,K-35-075-2,burial_mound,directly_reviewed,own_mark,model_detection,1460.11
21,460426.865,4716525.281,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,model_detection,1038.43
213,334396.028,4647093.17,K-35-075-1,burial_mound,directly_reviewed,own_mark,model_detection,148.32
214,353868.222,4627747.37,K-35-075-3,burial_mound,directly_reviewed,own_mark,model_detection,1498.83
215,385516.447,4637586.891,K-35-076-1,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,603.67
218,384992.802,4648506.957,K-35-076-1,settlement_mound,directly_reviewed,own_mark,model_detection,1453.82
220,396963.341,4643950.26,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,796.7
221,397258.495,4643814.829,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,1094.87
222,396406.219,4647531.873,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,1170.57
223,396358.207,4647359.63,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,1255.92
224,397616.201,4647324.257,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2313.43
225,397327.361,4647014.732,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2216.72
226,397617.489,4646970.87,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2482.78
227,404620.535,4643860.404,K-35-076-2,trig_point_on_mound,directly_reviewed,own_mark,model_detection,3793.96
228,402704.218,4647559.608,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3391.59
229,404645.695,4648124.768,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3052.85
23,453156.362,4701325.692,K-35-053-4_Boyadzhik,burial_mound,directly_reviewed,own_mark,model_detection,2279.68
230,404566.615,4647719.918,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3394.62
231,405938.489,4647132.343,K-35-076-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,4430.23
232,409717.041,4649756.271,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,770.42
233,407991.65,4649413.68,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2155.87
234,408046.145,4649071.926,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2306.32
235,407333.339,4649448.897,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2021.4
236,412662.027,4644807.287,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3830.19
237,412604.088,4644111.858,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3431.43
239,409871.444,4648788.992,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,1727.32
24,468690.007,4711592.872,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,model_detection,2099.64
240,410335.115,4648611.143,K-35-076-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1967.16
241,397555.53,4645944.926,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2463.77
242,411989.902,4648559.385,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2903.83
243,411892.563,4648093.577,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3172.36
244,394950.545,4641158.31,K-35-076-1,burial_mound,directly_reviewed,own_mark,model_detection,1476.18
245,410338.278,4646896.978,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3652.68
246,413729.082,4648087.395,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3922.61
247,414532.044,4648090.27,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3191.16
248,398100.563,4643509.18,K-35-076-2,trig_point_on_mound,directly_reviewed,own_mark,model_detection,1580.95
249,399392.343,4643469.362,K-35-076-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,637.68
25,468104.642,4711253.249,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,model_detection,2300.22
250,415390.633,4644384.877,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3230.6
251,416475.378,4643909.142,K-35-076-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,2118.9
252,413281.389,4649972.795,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2034.63
253,413692.859,4649744.325,K-35-076-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,2455.48
254,413910.383,4649585.76,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2714.08
255,398238.0,4646785.269,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3111.92
256,398931.41,4646319.304,K-35-076-2,trig_point_on_mound,directly_reviewed,own_mark,model_detection,3521.38
257,398143.844,4646171.521,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3003.86
258,399892.657,4644004.331,K-35-076-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1195.24
259,414915.617,4648125.631,K-35-076-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,2823.04
26,468176.772,4711304.767,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,model_detection,2271.3
260,415326.08,4648198.228,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2419.65
261,400608.775,4643155.787,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,527.98
262,400680.798,4643094.972,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,487.27
263,400504.83,4648402.82,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2578.64
265,401641.347,4615071.481,K-35-076-4,burial_mound,directly_reviewed,own_mark,model_detection,971.76
268,418398.632,4633958.597,K-35-077-1,trig_point_on_mound,directly_reviewed,own_mark,model_detection,730.64
269,399373.272,4618109.949,K-35-076-4,burial_mound,directly_reviewed,own_mark,model_detection,1391.48
27,465646.238,4711428.854,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,model_detection,1721.63
270,417282.037,4636349.523,K-35-077-1,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,2347.79
271,428432.646,4642671.413,K-35-077-1,burial_mound,directly_reviewed,own_mark,model_detection,1042.62
272,433115.345,4644845.249,K-35-077-1,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,589.63
273,436544.959,4635112.009,K-35-077-1,burial_mound,directly_reviewed,own_mark,model_detection,1147.33
274,437258.891,4644292.783,K-35-077-1,burial_mound,directly_reviewed,own_mark,model_detection,350.24
275,438301.546,4642773.163,K-35-077-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,621.46
276,438715.16,4634523.961,K-35-077-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,392.07
277,439195.292,4640380.019,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,120.77
278,444873.363,4634605.479,K-35-077-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,654.53
279,438540.324,4634879.347,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,754.71
28,460055.891,4719080.717,K-35-054-1_Straldzha_4326,settlement_mound,directly_reviewed,own_mark,model_detection,1433.7
280,443755.908,4643223.711,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,571.11
281,438160.799,4643978.298,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,416.45
282,437968.586,4643263.389,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,776.72
283,437878.88,4643208.041,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,679.31
284,443909.306,4635331.301,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,882.58
285,443939.352,4634514.191,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,119.16
286,442757.643,4634439.73,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,133.93
287,449608.073,4632047.28,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,506.15
288,449471.782,4632221.941,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,287.62
289,445995.392,4631960.031,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,690.41
29,465760.732,4708488.705,K-35-054-1_Straldzha_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,686.35
290,453590.639,4632976.535,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,174.48
292,446643.31,4634839.65,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,518.52
294,452138.244,4631675.512,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,296.86
295,425754.606,4624688.591,K-35-077-3,trig_point_on_mound,directly_reviewed,own_mark,model_detection,1352.79
296,425673.278,4624620.229,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,1457.77
297,425902.463,4628671.117,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,959.64
298,426622.89,4628530.61,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,618.71
299,440718.566,4634117.278,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,258.8
300,439877.43,4633941.741,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,226.87
301,424087.015,4624532.247,K-35-077-3,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1755.73
302,425267.986,4620729.276,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,378.33
303,424404.741,4620657.602,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,832.57
304,425217.741,4620838.837,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,257.92
305,440076.093,4632523.424,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,893.29
306,446584.263,4630518.162,K-35-077-4,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,711.22
307,420523.018,4616678.411,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,2261.4
310,437345.396,4719372.586,K-35-053-1,burial_mound,directly_reviewed,own_mark,model_detection,1615.23
311,512892.528,4710289.011,K-35-055-1,trig_point_on_mound,directly_reviewed,own_mark,model_detection,503.57
312,325224.04,4658385.47,K-35-062-4_Asenovgrad_4326,burial_mound,directly_reviewed,own_mark,model_detection,905.54
316,338792.225,4644949.038,K-35-075-1,burial_mound,directly_reviewed,own_mark,model_detection,377.43
318,416930.521,4632106.048,K-35-077-1,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,433.56
32,471685.405,4711863.946,K-35-054-1_Straldzha_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1386.18
320,381117.69,4688525.879,K-35-052-3,burial_mound,directly_reviewed,own_mark,model_detection,63.67
323,336237.615,4696958.962,K-35-051-3,burial_mound,directly_reviewed,own_mark,model_detection,174.62
326,395306.631,4694096.234,K-35-052-3,burial_mound,directly_reviewed,own_mark,model_detection,731.33
333,484723.137,4710575.974,K-35-054-2_Atolov_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,597.94
338,492755.032,4722158.373,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,model_detection,216.72
34,476546.112,4715053.704,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,model_detection,791.65
345,525847.055,4714064.903,K-35-055-2,settlement_mound,directly_reviewed,own_mark,model_detection,603.34
349,321989.415,4658700.697,K-35-062-4_Asenovgrad_4326,burial_mound,directly_reviewed,own_mark,model_detection,1163.66
352,347224.885,4684879.948,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,252.91
36,478812.588,4711065.324,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,model_detection,1294.97
363,388297.894,4672090.202,K-35-064-1_Sredets_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1542.1
366,385792.015,4677540.541,K-35-064-1_Sredets_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,497.07
367,344438.238,4683214.004,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,632.3
37,478454.074,4715711.631,K-35-054-1_Straldzha_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,525.93
370,399886.533,4654811.088,K-35-064-4_Galabovo_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,151.66
374,482675.117,4675210.937,K-35-066-2,trig_point_on_mound,directly_reviewed,own_mark,model_detection,867.04
38,475073.959,4713835.166,K-35-054-1_Straldzha_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1503.68
384,528585.443,4658916.949,K-35-067-4,burial_mound,directly_reviewed,own_mark,model_detection,752.62
386,537816.815,4658876.76,K-35-067-4,burial_mound,directly_reviewed,own_mark,model_detection,1644.83
388,359434.534,4637053.096,K-35-075-2,burial_mound,directly_reviewed,own_mark,model_detection,998.76
39,462771.778,4714354.838,K-35-054-1_Straldzha_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1789.92
391,403553.899,4643666.327,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3199.85
392,404620.242,4647145.988,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3952.71
394,388873.646,4624586.205,K-35-076-3,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,166.49
396,431051.025,4632173.042,K-35-077-1,burial_mound,directly_reviewed,own_mark,model_detection,1101.55
397,434299.66,4640951.127,K-35-077-1,burial_mound,directly_reviewed,own_mark,model_detection,450.22
398,424922.874,4628986.844,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,853.58
40,480243.039,4705849.066,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,model_detection,10.32
400,431142.697,4628546.719,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,1769.51
41,488908.104,4716908.26,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,model_detection,87.91
42,492476.912,4721580.54,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,model_detection,668.87
421,320853.045,4655258.839,K-35-062-4_Asenovgrad_4326,burial_mound,directly_reviewed,own_mark,model_detection,1251.08
423,371875.55,4682256.012,K-35-063-2_Chirpan_4326,settlement_mound,directly_reviewed,own_mark,model_detection,905.13
429,367501.606,4658899.518,K-35-063-4_Skobelevo_4326,burial_mound,directly_reviewed,own_mark,model_detection,883.0
43,492762.042,4721949.035,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,model_detection,213.66
433,394783.708,4670810.825,K-35-064-1_Sredets_4326,burial_mound,directly_reviewed,own_mark,model_detection,774.96
434,376654.785,4662486.444,K-35-064-3_Dimitrovgrad_4326,trig_point_on_mound,directly_reviewed,own_mark,model_detection,852.45
436,427821.584,4680062.929,K-35-065-1_Radetski_4326,burial_mound,directly_reviewed,own_mark,model_detection,1189.61
438,481220.78,4677726.16,K-35-066-2,burial_mound,directly_reviewed,own_mark,model_detection,797.19
445,521418.885,4667062.81,K-35-067-4,burial_mound,directly_reviewed,own_mark,model_detection,1581.86
447,531025.635,4657347.245,K-35-067-4,burial_mound,directly_reviewed,own_mark,model_detection,431.28
45,492426.723,4720262.29,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,model_detection,1461.22
450,353986.585,4627516.54,K-35-075-3,burial_mound,directly_reviewed,own_mark,model_detection,1295.25
458,406157.294,4643423.343,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,3438.72
46,492064.523,4720372.109,K-35-054-2_Atolov_4326,trig_point_on_mound,directly_reviewed,own_mark,model_detection,1649.05
48,491779.824,4707722.983,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,model_detection,1258.91
51,467052.699,4698758.259,K-35-054-3_Yambol,trig_point_on_mound,directly_reviewed,own_mark,model_detection,481.53
512,335810.618,4677815.424,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,608.58
52,468491.067,4703669.663,K-35-054-3_Yambol,settlement_mound,directly_reviewed,own_mark,model_detection,485.15
53,464100.964,4698942.76,K-35-054-3_Yambol,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1183.39
54,471456.834,4688247.975,K-35-054-3_Yambol,trig_point_on_mound,directly_reviewed,own_mark,model_detection,536.45
56,475829.358,4711753.596,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,model_detection,843.73
59,494607.523,4688143.009,K-35-054-4_Voynika,trig_point_on_mound,directly_reviewed,own_mark,model_detection,1755.92
62,526432.63,4715367.687,K-35-055-2,settlement_mound,directly_reviewed,own_mark,model_detection,628.66
63,532878.217,4718206.076,K-35-055-2,settlement_mound,directly_reviewed,own_mark,model_detection,1406.62
640,525311.634,4698002.081,K-35-055-4,burial_mound,directly_reviewed,own_mark,model_detection,1391.13
647,530271.287,4664238.896,K-35-067-4,burial_mound,directly_reviewed,own_mark,model_detection,934.38
652,443247.438,4634446.631,K-35-077-2,burial_mound,directly_reviewed,own_mark,model_detection,494.4
655,458671.924,4708109.857,K-35-053-2,burial_mound,directly_reviewed,own_mark,model_detection,428.33
656,458238.774,4697189.854,K-35-053-4_Boyadzhik,trig_point_on_mound,directly_reviewed,own_mark,model_detection,539.55
670,345833.387,4642551.613,K-35-075-1,burial_mound,directly_reviewed,own_mark,model_detection,1671.64
672,410410.014,4707377.998,K-35-052-2,settlement_mound,directly_reviewed,own_mark,model_detection,639.04
675,501333.227,4685153.843,K-35-067-1,burial_mound,directly_reviewed,own_mark,model_detection,1513.47
69,328436.295,4656600.998,K-35-062-4_Asenovgrad_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,584.67
691,509482.513,4670020.899,K-35-067-1,burial_mound,directly_reviewed,own_mark,model_detection,141.14
693,538079.803,4661923.893,K-35-067-4,burial_mound,directly_reviewed,own_mark,model_detection,2440.82
697,358858.412,4624219.51,K-35-075-4,settlement_mound,directly_reviewed,own_mark,model_detection,1171.4
7,410768.224,4708198.479,K-35-052-2,settlement_mound,directly_reviewed,own_mark,model_detection,241.77
70,328404.39,4658830.99,K-35-062-4_Asenovgrad_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1431.52
701,418711.722,4616660.399,K-35-077-3,burial_mound,directly_reviewed,own_mark,model_detection,739.28
71,327690.491,4658399.42,K-35-062-4_Asenovgrad_4326,burial_mound,directly_reviewed,own_mark,model_detection,1728.93
712,402859.783,4643917.768,K-35-076-2,burial_mound,directly_reviewed,own_mark,model_detection,2669.65
716,351558.85,4663973.736,K-35-063-3_Tatarevo_4326,settlement_mound,directly_reviewed,own_mark,model_detection,748.04
720,402813.339,4646114.15,K-35-076-2,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,4167.47
73,328657.948,4652071.761,K-35-062-4_Asenovgrad_4326,burial_mound,directly_reviewed,own_mark,model_detection,291.61
74,317278.408,4657425.856,K-35-062-4_Asenovgrad_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,2318.23
740,456372.457,4709859.182,K-35-053-2,burial_mound,directly_reviewed,own_mark,model_detection,705.83
743,414002.012,4679458.181,K-35-064-2_Radnevo_4326,burial_mound,directly_reviewed,own_mark,model_detection,1101.92
76,344446.92,4673237.881,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,1167.02
763,436643.015,4718159.067,K-35-053-1,burial_mound,directly_reviewed,own_mark,model_detection,1045.81
766,530187.598,4664229.283,K-35-067-4,burial_mound,directly_reviewed,own_mark,model_detection,1018.49
769,382213.165,4650973.841,K-35-064-3_Dimitrovgrad_4326,trig_point_on_mound,directly_reviewed,own_mark,model_detection,1181.3
